Week,AwayTeamName,HomeTeamName,PointSpread,OverUnder,DateTime,NeutralVenue,Conference_away,Conference_home
1,Central Michigan Chippewas,Michigan State Spartans,-9.6,31.0,2023-09-01T19:00:00,False,Mid-American - West,Big Ten - East
1,East Carolina Pirates,Michigan Wolverines,-25.1,36.8,2023-09-02T12:00:00,False,American Athletic,Big Ten - East
