Week,AwayTeamName,HomeTeamName,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,TeamsConcatenated,ConferenceConcatenated
4,Auburn Tigers,Texas A&M Aggies,-12.1,64.8,2023-09-24T16:00:00,False,Auburn Tigers vs Texas A&M Aggies,SEC - West vs SEC - West
4,Sam Houston Bearkats,Houston Cougars,-14.6,47.0,2023-09-24T23:00:00,False,Sam Houston Bearkats vs Houston Cougars,Conference USA vs Big 12
4,Wisconsin Badgers,Purdue Boilermakers,10.5,68.6,2023-09-23T23:00:00,False,Wisconsin Badgers vs Purdue Boilermakers,Big Ten - West vs Big Ten - West
4,Mississippi State Bulldogs,South Carolina Gamecocks,-7.0,59.1,2023-09-24T23:30:00,False,Mississippi State Bulldogs vs South Carolina Gamecocks,SEC - West vs SEC - East
4,UTSA Roadrunners,Tennessee Volunteers,-29.8,75.6,2023-09-24T20:00:00,False,UTSA Roadrunners vs Tennessee Volunteers,American Athletic vs SEC - East
4,UNLV Rebels,UTEP Miners,-1.3,62.9,2023-09-25T01:00:00,False,UNLV Rebels vs UTEP Miners,Mountain West vs Conference USA
4,Western Kentucky Hilltoppers,Troy Trojans,-4.4,73.7,2023-09-24T16:00:00,False,Western Kentucky Hilltoppers vs Troy Trojans,Conference USA vs Sun Belt - West
4,Ole Miss Rebels,Alabama Crimson Tide,-8.9,71.1,2023-09-24T19:30:00,False,Ole Miss Rebels vs Alabama Crimson Tide,SEC - West vs SEC - West
4,Florida Atlantic Owls,Illinois Fighting Illini,-21.0,57.8,2023-09-24T19:30:00,False,Florida Atlantic Owls vs Illinois Fighting Illini,American Athletic vs Big Ten - West
4,Duke Blue Devils,UConn Huskies,27.9,56.5,2023-09-24T19:30:00,False,Duke Blue Devils vs UConn Huskies,Atlantic Coast vs FBS Independents
4,Eastern Michigan Eagles,Jacksonville State Gamecocks,-8.9,64.8,2023-09-24T21:00:00,False,Eastern Michigan Eagles vs Jacksonville State Gamecocks,Mid-American - West vs Conference USA
4,Charlotte 49ers,Florida Gators,-34.9,61.6,2023-09-24T23:00:00,False,Charlotte 49ers vs Florida Gators,American Athletic vs SEC - East
4,UAB Blazers,Georgia Bulldogs,-50.2,71.1,2023-09-24T23:30:00,False,UAB Blazers vs Georgia Bulldogs,American Athletic vs SEC - East
4,New Mexico State Aggies,Hawaii Rainbow Warriors,-6.4,69.2,2023-09-25T03:59:00,False,New Mexico State Aggies vs Hawaii Rainbow Warriors,Conference USA vs Mountain West
4,Minnesota Golden Gophers,Northwestern Wildcats,14.6,49.5,2023-09-24T23:30:00,False,Minnesota Golden Gophers vs Northwestern Wildcats,Big Ten - West vs Big Ten - West
4,Akron Zips,Indiana Hoosiers,-21.6,58.4,2023-09-24T23:30:00,False,Akron Zips vs Indiana Hoosiers,Mid-American - East vs Big Ten - East
4,Arkansas Razorbacks,LSU Tigers,-22.2,70.5,2023-09-24T23:00:00,False,Arkansas Razorbacks vs LSU Tigers,SEC - West vs SEC - West
4,Liberty Flames,Florida International Panthers,12.7,69.2,2023-09-24T22:30:00,False,Liberty Flames vs Florida International Panthers,Conference USA vs Conference USA
4,Ohio State Buckeyes,Notre Dame Fighting Irish,4.8,71.8,2023-09-24T23:30:00,False,Ohio State Buckeyes vs Notre Dame Fighting Irish,Big Ten - East vs FBS Independents
4,Arizona Wildcats,Stanford Cardinal,15.9,76.2,2023-09-24T23:00:00,False,Arizona Wildcats vs Stanford Cardinal,Pac-12 vs Pac-12
4,Colorado Buffaloes,Oregon Ducks,-28.6,89.5,2023-09-24T19:30:00,False,Colorado Buffaloes vs Oregon Ducks,Pac-12 vs Pac-12
4,UCLA Bruins,Utah Utes,-4.4,64.1,2023-09-24T19:30:00,False,UCLA Bruins vs Utah Utes,Pac-12 vs Pac-12
4,California Golden Bears,Washington Huskies,-26.0,70.5,2023-09-25T02:30:00,False,California Golden Bears vs Washington Huskies,Pac-12 vs Pac-12
4,Oregon State Beavers,Washington State Cougars,4.8,73.7,2023-09-24T23:00:00,False,Oregon State Beavers vs Washington State Cougars,Pac-12 vs Pac-12
4,USC Trojans,Arizona State Sun Devils,43.2,79.4,2023-09-25T02:45:00,False,USC Trojans vs Arizona State Sun Devils,Pac-12 vs Pac-12
4,Georgia Tech Yellow Jackets,Wake Forest Demon Deacons,-4.4,75.6,2023-09-24T22:30:00,False,Georgia Tech Yellow Jackets vs Wake Forest Demon Deacons,Atlantic Coast vs Atlantic Coast
4,Miami Hurricanes,Temple Owls,29.8,59.1,2023-09-24T19:30:00,False,Miami Hurricanes vs Temple Owls,Atlantic Coast vs American Athletic
4,North Carolina Tar Heels,Pittsburgh Panthers,12.1,62.9,2023-09-25T00:00:00,False,North Carolina Tar Heels vs Pittsburgh Panthers,Atlantic Coast vs Atlantic Coast
4,Florida State Seminoles,Clemson Tigers,4.8,70.5,2023-09-24T16:00:00,False,Florida State Seminoles vs Clemson Tigers,Atlantic Coast vs Atlantic Coast
4,NC State Wolfpack,Virginia Cavaliers,12.1,59.7,2023-09-23T23:30:00,False,NC State Wolfpack vs Virginia Cavaliers,Atlantic Coast vs Atlantic Coast
4,Virginia Tech Hokies,Marshall Thundering Herd,-8.3,54.0,2023-09-24T16:00:00,False,Virginia Tech Hokies vs Marshall Thundering Herd,Atlantic Coast vs Sun Belt - East
4,Boston College Eagles,Louisville Cardinals,-17.8,67.3,2023-09-24T19:30:00,False,Boston College Eagles vs Louisville Cardinals,Atlantic Coast vs Atlantic Coast
4,Oklahoma Sooners,Cincinnati Bearcats,17.1,73.0,2023-09-24T16:00:00,False,Oklahoma Sooners vs Cincinnati Bearcats,Big 12 vs Big 12
4,BYU Cougars,Kansas Jayhawks,-12.7,71.1,2023-09-24T19:30:00,False,BYU Cougars vs Kansas Jayhawks,Big 12 vs Big 12
4,UCF Knights,Kansas State Wildcats,-8.3,66.7,2023-09-25T00:00:00,False,UCF Knights vs Kansas State Wildcats,Big 12 vs Big 12
4,Texas Longhorns,Baylor Bears,22.2,62.2,2023-09-24T23:30:00,False,Texas Longhorns vs Baylor Bears,Big 12 vs Big 12
4,SMU Mustangs,TCU Horned Frogs,-8.3,79.4,2023-09-24T16:00:00,False,SMU Mustangs vs TCU Horned Frogs,American Athletic vs Big 12
4,Texas Tech Red Raiders,West Virginia Mountaineers,8.1,67.9,2023-09-24T19:30:00,False,Texas Tech Red Raiders vs West Virginia Mountaineers,Big 12 vs Big 12
4,Oklahoma State Cowboys,Iowa State Cyclones,-4.4,45.7,2023-09-24T20:00:00,False,Oklahoma State Cowboys vs Iowa State Cyclones,Big 12 vs Big 12
4,New Mexico Lobos,UMass Minutemen,-4.4,61.6,2023-09-24T19:30:00,False,New Mexico Lobos vs UMass Minutemen,Mountain West vs FBS Independents
4,Gardner-Webb Bulldogs,East Carolina Pirates,-17.1,65.4,2023-09-24T22:00:00,False,Gardner-Webb Bulldogs vs East Carolina Pirates,Unknown vs American Athletic
4,Tulsa Golden Hurricane,Northern Illinois Huskies,-5.1,69.2,2023-09-24T16:00:00,False,Tulsa Golden Hurricane vs Northern Illinois Huskies,American Athletic vs Mid-American - West
4,Nicholls Colonels,Tulane Green Wave,-48.3,71.8,2023-09-24T23:00:00,False,Nicholls Colonels vs Tulane Green Wave,Unknown vs American Athletic
4,Rice Owls,South Florida Bulls,4.8,73.0,2023-09-24T20:00:00,False,Rice Owls vs South Florida Bulls,American Athletic vs American Athletic
4,Southern Miss Golden Eagles,Arkansas State Red Wolves,10.5,58.4,2023-09-24T23:00:00,False,Southern Miss Golden Eagles vs Arkansas State Red Wolves,Sun Belt - West vs Sun Belt - West
4,Georgia Southern Eagles,Ball State Cardinals,9.7,77.5,2023-09-24T18:00:00,False,Georgia Southern Eagles vs Ball State Cardinals,Sun Belt - East vs Mid-American - West
4,Appalachian State Mountaineers,Wyoming Cowboys,-3.8,56.5,2023-09-24T23:00:00,False,Appalachian State Mountaineers vs Wyoming Cowboys,Sun Belt - East vs Mountain West
4,Texas A&M Commerce Lions,Old Dominion Monarchs,-33.7,61.6,2023-09-24T19:30:00,False,Texas A&M Commerce Lions vs Old Dominion Monarchs,Unknown vs Sun Belt - East
4,Buffalo Bulls,Louisiana Ragin Cajuns,-12.7,73.0,2023-09-24T23:30:00,False,Buffalo Bulls vs Louisiana Ragin Cajuns,Mid-American - East vs Sun Belt - West
4,Georgia State Panthers,Coastal Carolina Chanticleers,-6.4,79.4,2023-09-22T23:30:00,False,Georgia State Panthers vs Coastal Carolina Chanticleers,Sun Belt - East vs Sun Belt - East
4,Nevada Wolf Pack,Texas State Bobcats,-22.2,75.6,2023-09-24T23:00:00,False,Nevada Wolf Pack vs Texas State Bobcats,Mountain West vs Sun Belt - West
4,James Madison Dukes,Utah State Aggies,8.9,67.3,2023-09-25T00:00:00,False,James Madison Dukes vs Utah State Aggies,Sun Belt - East vs Mountain West
4,Central Michigan Chippewas,South Alabama Jaguars,-21.0,60.3,2023-09-24T21:00:00,False,Central Michigan Chippewas vs South Alabama Jaguars,Mid-American - West vs Sun Belt - West
4,Ohio Bobcats,Bowling Green Falcons,16.5,56.5,2023-09-24T19:30:00,False,Ohio Bobcats vs Bowling Green Falcons,Mid-American - East vs Mid-American - East
4,Delaware State Hornets,Miami (OH) RedHawks,-52.1,61.6,2023-09-24T19:30:00,False,Delaware State Hornets vs Miami (OH) RedHawks,Unknown vs Mid-American - East
4,Western Michigan Broncos,Toledo Rockets,-27.9,65.4,2023-09-24T17:30:00,False,Western Michigan Broncos vs Toledo Rockets,Mid-American - West vs Mid-American - West
4,Kent State Golden Flashes,Fresno State Bulldogs,-34.3,60.3,2023-09-25T02:30:00,False,Kent State Golden Flashes vs Fresno State Bulldogs,Mid-American - East vs Mountain West
4,Boise State Broncos,San Diego State Aztecs,7.3,59.7,2023-09-24T02:30:00,False,Boise State Broncos vs San Diego State Aztecs,Mountain West vs Mountain West
4,Air Force Falcons,San Jose State Spartans,10.5,57.2,2023-09-24T02:30:00,False,Air Force Falcons vs San Jose State Spartans,Mountain West vs Mountain West
5,Indiana Hoosiers,Maryland Terrapins,-8.0,27.7,2023-09-27T19:30:00,False,Indiana Hoosiers vs Maryland Terrapins,Big Ten - East vs Big Ten - East
5,Louisiana Ragin Cajuns,Minnesota Golden Gophers,-5.0,26.9,2023-09-27T16:00:00,False,Louisiana Ragin Cajuns vs Minnesota Golden Gophers,Sun Belt - West vs Big Ten - West
5,LSU Tigers,Ole Miss Rebels,0.9,37.1,2023-09-27T22:00:00,False,LSU Tigers vs Ole Miss Rebels,SEC - West vs SEC - West
5,Michigan Wolverines,Nebraska Cornhuskers,5.4,22.2,2023-09-27T19:30:00,False,Michigan Wolverines vs Nebraska Cornhuskers,Big Ten - East vs Big Ten - West
5,Wagner Seahawks,Rutgers Scarlet Knights,-25.8,29.6,2023-09-27T19:30:00,False,Wagner Seahawks vs Rutgers Scarlet Knights,Unknown vs Big Ten - East
5,Georgia Bulldogs,Auburn Tigers,4.6,24.7,2023-09-27T19:30:00,False,Georgia Bulldogs vs Auburn Tigers,SEC - East vs SEC - West
5,Michigan State Spartans,Iowa Hawkeyes,-5.5,19.9,2023-09-27T23:30:00,False,Michigan State Spartans vs Iowa Hawkeyes,Big Ten - East vs Big Ten - West
5,Missouri Tigers,Vanderbilt Commodores,4.1,29.6,2023-09-27T20:00:00,False,Missouri Tigers vs Vanderbilt Commodores,SEC - East vs SEC - East
5,Illinois Fighting Illini,Purdue Boilermakers,0.0,29.9,2023-09-27T19:30:00,False,Illinois Fighting Illini vs Purdue Boilermakers,Big Ten - West vs Big Ten - West
5,South Carolina Gamecocks,Tennessee Volunteers,-6.4,32.1,2023-09-27T23:30:00,False,South Carolina Gamecocks vs Tennessee Volunteers,SEC - East vs SEC - East
5,Louisiana Tech Bulldogs,UTEP Miners,0.3,28.0,2023-09-27T01:00:00,False,Louisiana Tech Bulldogs vs UTEP Miners,Conference USA vs Conference USA
5,Alabama Crimson Tide,Mississippi State Bulldogs,5.2,24.9,2023-09-28T01:00:00,False,Alabama Crimson Tide vs Mississippi State Bulldogs,SEC - West vs SEC - West
5,Utah State Aggies,UConn Huskies,1.2,28.0,2023-09-27T16:00:00,False,Utah State Aggies vs UConn Huskies,Mountain West vs FBS Independents
5,Penn State Nittany Lions,Northwestern Wildcats,15.0,26.3,2023-09-27T16:00:00,False,Penn State Nittany Lions vs Northwestern Wildcats,Big Ten - East vs Big Ten - West
5,Texas A&M Aggies,Arkansas Razorbacks,1.8,29.6,2023-09-27T16:00:00,True,Texas A&M Aggies vs Arkansas Razorbacks,SEC - West vs SEC - West
5,Florida Gators,Kentucky Wildcats,-0.8,24.1,2023-09-27T16:00:00,False,Florida Gators vs Kentucky Wildcats,SEC - East vs SEC - East
5,Middle Tennessee Blue Raiders,Western Kentucky Hilltoppers,-3.9,33.5,2023-09-25T23:30:00,False,Middle Tennessee Blue Raiders vs Western Kentucky Hilltoppers,Conference USA vs Conference USA
5,Washington Huskies,Arizona Wildcats,10.8,36.3,2023-09-28T02:00:00,False,Washington Huskies vs Arizona Wildcats,Pac-12 vs Pac-12
5,Utah Utes,Oregon State Beavers,-2.2,23.8,2023-09-27T01:00:00,False,Utah Utes vs Oregon State Beavers,Pac-12 vs Pac-12
5,Oregon Ducks,Stanford Cardinal,15.2,32.7,2023-09-27T22:30:00,False,Oregon Ducks vs Stanford Cardinal,Pac-12 vs Pac-12
5,Arizona State Sun Devils,California Golden Bears,-7.2,25.8,2023-09-27T19:00:00,False,Arizona State Sun Devils vs California Golden Bears,Pac-12 vs Pac-12
5,USC Trojans,Colorado Buffaloes,12.5,40.4,2023-09-27T16:00:00,False,USC Trojans vs Colorado Buffaloes,Pac-12 vs Pac-12
5,Notre Dame Fighting Irish,Duke Blue Devils,1.7,29.4,2023-09-27T23:30:00,False,Notre Dame Fighting Irish vs Duke Blue Devils,FBS Independents vs Atlantic Coast
5,Virginia Cavaliers,Boston College Eagles,-2.5,28.5,2023-09-27T18:00:00,False,Virginia Cavaliers vs Boston College Eagles,Atlantic Coast vs Atlantic Coast
5,Louisville Cardinals,NC State Wolfpack,1.1,31.0,2023-09-26T23:00:00,False,Louisville Cardinals vs NC State Wolfpack,Atlantic Coast vs Atlantic Coast
5,Clemson Tigers,Syracuse Orange,2.3,28.8,2023-09-27T16:00:00,False,Clemson Tigers vs Syracuse Orange,Atlantic Coast vs Atlantic Coast
5,Pittsburgh Panthers,Virginia Tech Hokies,0.9,22.2,2023-09-28T00:00:00,False,Pittsburgh Panthers vs Virginia Tech Hokies,Atlantic Coast vs Atlantic Coast
5,Bowling Green Falcons,Georgia Tech Yellow Jackets,-11.6,27.4,2023-09-27T19:30:00,False,Bowling Green Falcons vs Georgia Tech Yellow Jackets,Mid-American - East vs Atlantic Coast
5,Iowa State Cyclones,Oklahoma Sooners,-10.5,26.6,2023-09-27T23:00:00,False,Iowa State Cyclones vs Oklahoma Sooners,Big 12 vs Big 12
5,Baylor Bears,UCF Knights,-4.2,30.7,2023-09-27T19:30:00,False,Baylor Bears vs UCF Knights,Big 12 vs Big 12
5,Kansas Jayhawks,Texas Longhorns,-8.3,33.5,2023-09-27T19:30:00,False,Kansas Jayhawks vs Texas Longhorns,Big 12 vs Big 12
5,Cincinnati Bearcats,BYU Cougars,0.0,26.6,2023-09-27T02:15:00,False,Cincinnati Bearcats vs BYU Cougars,Big 12 vs Big 12
5,West Virginia Mountaineers,TCU Horned Frogs,-7.5,28.8,2023-09-28T00:00:00,False,West Virginia Mountaineers vs TCU Horned Frogs,Big 12 vs Big 12
5,Houston Cougars,Texas Tech Red Raiders,-4.7,28.8,2023-09-27T19:30:00,False,Houston Cougars vs Texas Tech Red Raiders,Big 12 vs Big 12
5,Arkansas State Red Wolves,UMass Minutemen,-1.4,31.0,2023-09-27T19:30:00,False,Arkansas State Red Wolves vs UMass Minutemen,Sun Belt - West vs FBS Independents
5,Temple Owls,Tulsa Golden Hurricane,-1.9,30.5,2023-09-25T23:30:00,False,Temple Owls vs Tulsa Golden Hurricane,American Athletic vs American Athletic
5,Boise State Broncos,Memphis Tigers,-1.7,32.1,2023-09-27T20:00:00,False,Boise State Broncos vs Memphis Tigers,Mountain West vs American Athletic
5,East Carolina Pirates,Rice Owls,-1.9,25.5,2023-09-27T23:00:00,False,East Carolina Pirates vs Rice Owls,American Athletic vs American Athletic
5,South Florida Bulls,Navy Midshipmen,-1.9,30.2,2023-09-27T19:30:00,False,South Florida Bulls vs Navy Midshipmen,American Athletic vs American Athletic
5,Abilene Christian Wildcats,North Texas Mean Green,-8.9,38.2,2023-09-27T23:00:00,False,Abilene Christian Wildcats vs North Texas Mean Green,Unknown vs American Athletic
5,Charlotte 49ers,SMU Mustangs,-12.5,29.6,2023-09-27T23:30:00,False,Charlotte 49ers vs SMU Mustangs,American Athletic vs American Athletic
5,UAB Blazers,Tulane Green Wave,-12.5,32.7,2023-09-27T16:00:00,False,UAB Blazers vs Tulane Green Wave,American Athletic vs American Athletic
5,Troy Trojans,Georgia State Panthers,-0.6,28.0,2023-09-27T23:00:00,False,Troy Trojans vs Georgia State Panthers,Sun Belt - West vs Sun Belt - East
5,Appalachian State Mountaineers,UL Monroe Warhawks,4.1,28.3,2023-09-28T00:00:00,False,Appalachian State Mountaineers vs UL Monroe Warhawks,Sun Belt - East vs Sun Belt - West
5,South Alabama Jaguars,James Madison Dukes,0.3,26.9,2023-09-27T16:00:00,False,South Alabama Jaguars vs James Madison Dukes,Sun Belt - West vs Sun Belt - East
5,Texas State Bobcats,Southern Miss Golden Eagles,2.0,33.2,2023-09-27T23:00:00,False,Texas State Bobcats vs Southern Miss Golden Eagles,Sun Belt - West vs Sun Belt - West
5,Old Dominion Monarchs,Marshall Thundering Herd,-8.0,26.3,2023-09-27T19:30:00,False,Old Dominion Monarchs vs Marshall Thundering Herd,Sun Belt - East vs Sun Belt - East
5,Coastal Carolina Chanticleers,Georgia Southern Eagles,-3.3,37.1,2023-09-27T23:00:00,False,Coastal Carolina Chanticleers vs Georgia Southern Eagles,Sun Belt - East vs Sun Belt - East
5,Buffalo Bulls,Akron Zips,-1.7,29.6,2023-09-27T16:00:00,False,Buffalo Bulls vs Akron Zips,Mid-American - East vs Mid-American - East
5,Eastern Michigan Eagles,Central Michigan Chippewas,-5.3,24.9,2023-09-27T17:30:00,False,Eastern Michigan Eagles vs Central Michigan Chippewas,Mid-American - West vs Mid-American - West
5,Miami (OH) RedHawks,Kent State Golden Flashes,4.1,27.1,2023-09-27T18:30:00,False,Miami (OH) RedHawks vs Kent State Golden Flashes,Mid-American - East vs Mid-American - East
5,Northern Illinois Huskies,Toledo Rockets,-7.2,26.3,2023-09-27T19:30:00,False,Northern Illinois Huskies vs Toledo Rockets,Mid-American - West vs Mid-American - West
5,Ball State Cardinals,Western Michigan Broncos,-1.1,27.4,2023-09-27T19:30:00,False,Ball State Cardinals vs Western Michigan Broncos,Mid-American - West vs Mid-American - West
5,San Diego State Aztecs,Air Force Falcons,-5.8,24.1,2023-09-28T00:00:00,False,San Diego State Aztecs vs Air Force Falcons,Mountain West vs Mountain West
5,Hawaii Rainbow Warriors,UNLV Rebels,-6.1,32.4,2023-09-27T20:00:00,False,Hawaii Rainbow Warriors vs UNLV Rebels,Mountain West vs Mountain West
5,New Mexico Lobos,Wyoming Cowboys,-8.0,22.4,2023-09-27T20:00:00,False,New Mexico Lobos vs Wyoming Cowboys,Mountain West vs Mountain West
5,Nevada Wolf Pack,Fresno State Bulldogs,-13.8,28.0,2023-09-28T02:30:00,False,Nevada Wolf Pack vs Fresno State Bulldogs,Mountain West vs Mountain West
5,Utah Tech Trailblazers,Colorado State Rams,-17.7,37.4,2023-09-27T23:00:00,False,Utah Tech Trailblazers vs Colorado State Rams,Unknown vs Mountain West
5,Jacksonville State Gamecocks,Sam Houston Bearkats,2.1,20.2,2023-09-26T00:00:00,False,Jacksonville State Gamecocks vs Sam Houston Bearkats,Conference USA vs Conference USA
6,Michigan Wolverines,Minnesota Golden Gophers,27.4,62.2,2023-10-09T23:30:00,False,Michigan Wolverines vs Minnesota Golden Gophers,Big Ten - East vs Big Ten - West
6,LSU Tigers,Missouri Tigers,10.7,84.9,2023-10-09T16:00:00,False,LSU Tigers vs Missouri Tigers,SEC - West vs SEC - East
6,Arkansas Razorbacks,Ole Miss Rebels,-17.4,82.2,2023-10-09T23:30:00,False,Arkansas Razorbacks vs Ole Miss Rebels,SEC - West vs SEC - West
6,Florida International Panthers,New Mexico State Aggies,-8.7,65.5,2023-10-07T01:00:00,False,Florida International Panthers vs New Mexico State Aggies,Conference USA vs Conference USA
6,Maryland Terrapins,Ohio State Buckeyes,-22.7,75.5,2023-10-09T16:00:00,False,Maryland Terrapins vs Ohio State Buckeyes,Big Ten - East vs Big Ten - East
6,Purdue Boilermakers,Iowa Hawkeyes,-3.3,51.5,2023-10-09T19:30:00,False,Purdue Boilermakers vs Iowa Hawkeyes,Big Ten - West vs Big Ten - West
6,Sam Houston Bearkats,Liberty Flames,-28.7,62.8,2023-10-07T23:00:00,False,Sam Houston Bearkats vs Liberty Flames,Conference USA vs Conference USA
6,Western Kentucky Hilltoppers,Louisiana Tech Bulldogs,10.7,78.9,2023-10-08T00:00:00,False,Western Kentucky Hilltoppers vs Louisiana Tech Bulldogs,Conference USA vs Conference USA
6,Jacksonville State Gamecocks,Middle Tennessee Blue Raiders,-3.3,68.9,2023-10-07T00:00:00,False,Jacksonville State Gamecocks vs Middle Tennessee Blue Raiders,Conference USA vs Conference USA
6,UConn Huskies,Rice Owls,-13.4,63.5,2023-10-09T21:00:00,False,UConn Huskies vs Rice Owls,FBS Independents vs American Athletic
6,Alabama Crimson Tide,Texas A&M Aggies,4.5,60.8,2023-10-09T19:30:00,False,Alabama Crimson Tide vs Texas A&M Aggies,SEC - West vs SEC - West
6,Rutgers Scarlet Knights,Wisconsin Badgers,,,2023-10-09T16:00:00,False,Rutgers Scarlet Knights vs Wisconsin Badgers,Big Ten - East vs Big Ten - West
6,Western Michigan Broncos,Mississippi State Bulldogs,-28.7,73.5,2023-10-09T16:00:00,False,Western Michigan Broncos vs Mississippi State Bulldogs,Mid-American - West vs SEC - West
6,Boston College Eagles,Army Black Knights,-3.3,62.8,2023-10-09T16:00:00,False,Boston College Eagles vs Army Black Knights,Atlantic Coast vs FBS Independents
6,Nebraska Cornhuskers,Illinois Fighting Illini,-4.0,55.5,2023-10-09T00:00:00,False,Nebraska Cornhuskers vs Illinois Fighting Illini,Big Ten - West vs Big Ten - West
6,Vanderbilt Commodores,Florida Gators,-24.1,68.2,2023-10-09T20:00:00,False,Vanderbilt Commodores vs Florida Gators,SEC - East vs SEC - East
6,Kentucky Wildcats,Georgia Bulldogs,-20.1,62.2,2023-10-09T23:00:00,False,Kentucky Wildcats vs Georgia Bulldogs,SEC - East vs SEC - East
6,Howard Bison,Northwestern Wildcats,-31.4,70.2,2023-10-09T19:00:00,False,Howard Bison vs Northwestern Wildcats,Unknown vs Big Ten - West
6,Oregon State Beavers,California Golden Bears,10.0,68.2,2023-10-10T02:00:00,False,Oregon State Beavers vs California Golden Bears,Pac-12 vs Pac-12
6,Washington State Cougars,UCLA Bruins,-4.7,79.6,2023-10-09T19:00:00,False,Washington State Cougars vs UCLA Bruins,Pac-12 vs Pac-12
6,Arizona Wildcats,USC Trojans,-27.4,92.9,2023-10-10T02:30:00,False,Arizona Wildcats vs USC Trojans,Pac-12 vs Pac-12
6,Colorado Buffaloes,Arizona State Sun Devils,5.4,78.2,2023-10-09T22:30:00,False,Colorado Buffaloes vs Arizona State Sun Devils,Pac-12 vs Pac-12
6,Notre Dame Fighting Irish,Louisville Cardinals,11.6,71.5,2023-10-09T23:37:00,False,Notre Dame Fighting Irish vs Louisville Cardinals,FBS Independents vs Atlantic Coast
6,Marshall Thundering Herd,NC State Wolfpack,-8.7,58.8,2023-10-09T18:00:00,False,Marshall Thundering Herd vs NC State Wolfpack,Sun Belt - East vs Atlantic Coast
6,Syracuse Orange,North Carolina Tar Heels,-12.7,78.9,2023-10-09T19:30:00,False,Syracuse Orange vs North Carolina Tar Heels,Atlantic Coast vs Atlantic Coast
6,Wake Forest Demon Deacons,Clemson Tigers,-28.1,71.5,2023-10-09T19:30:00,False,Wake Forest Demon Deacons vs Clemson Tigers,Atlantic Coast vs Atlantic Coast
6,Georgia Tech Yellow Jackets,Miami Hurricanes,-26.1,76.2,2023-10-10T00:00:00,False,Georgia Tech Yellow Jackets vs Miami Hurricanes,Atlantic Coast vs Atlantic Coast
6,William & Mary Tribe,Virginia Cavaliers,-12.0,56.2,2023-10-09T16:00:00,False,William & Mary Tribe vs Virginia Cavaliers,Unknown vs Atlantic Coast
6,Virginia Tech Hokies,Florida State Seminoles,-32.1,70.2,2023-10-09T19:30:00,False,Virginia Tech Hokies vs Florida State Seminoles,Atlantic Coast vs Atlantic Coast
6,Kansas State Wildcats,Oklahoma State Cowboys,15.4,72.2,2023-10-08T23:30:00,False,Kansas State Wildcats vs Oklahoma State Cowboys,Big 12 vs Big 12
6,Texas Longhorns,Oklahoma Sooners,7.2,82.2,2023-10-09T16:00:00,True,Texas Longhorns vs Oklahoma Sooners,Big 12 vs Big 12
6,UCF Knights,Kansas Jayhawks,3.6,86.2,2023-10-09T20:00:00,False,UCF Knights vs Kansas Jayhawks,Big 12 vs Big 12
6,Texas Tech Red Raiders,Baylor Bears,4.5,79.6,2023-10-10T00:00:00,False,Texas Tech Red Raiders vs Baylor Bears,Big 12 vs Big 12
6,TCU Horned Frogs,Iowa State Cyclones,11.6,70.2,2023-10-10T00:00:00,False,TCU Horned Frogs vs Iowa State Cyclones,Big 12 vs Big 12
6,Toledo Rockets,UMass Minutemen,25.4,74.2,2023-10-09T16:00:00,False,Toledo Rockets vs UMass Minutemen,Mid-American - West vs FBS Independents
6,UTSA Roadrunners,Temple Owls,18.7,74.9,2023-10-09T18:00:00,False,UTSA Roadrunners vs Temple Owls,American Athletic vs American Athletic
6,Tulsa Golden Hurricane,Florida Atlantic Owls,-4.0,72.9,2023-10-09T22:00:00,False,Tulsa Golden Hurricane vs Florida Atlantic Owls,American Athletic vs American Athletic
6,North Texas Mean Green,Navy Midshipmen,-8.7,80.9,2023-10-09T19:30:00,False,North Texas Mean Green vs Navy Midshipmen,American Athletic vs American Athletic
6,South Florida Bulls,UAB Blazers,5.4,91.6,2023-10-09T20:00:00,False,South Florida Bulls vs UAB Blazers,American Athletic vs American Athletic
6,South Alabama Jaguars,UL Monroe Warhawks,14.7,68.2,2023-10-09T23:00:00,False,South Alabama Jaguars vs UL Monroe Warhawks,Sun Belt - West vs Sun Belt - West
6,Old Dominion Monarchs,Southern Miss Golden Eagles,-4.0,75.5,2023-10-09T23:00:00,False,Old Dominion Monarchs vs Southern Miss Golden Eagles,Sun Belt - East vs Sun Belt - West
6,Arkansas State Red Wolves,Troy Trojans,-20.7,69.5,2023-10-09T20:00:00,False,Arkansas State Red Wolves vs Troy Trojans,Sun Belt - West vs Sun Belt - West
6,Texas State Bobcats,Louisiana Ragin Cajuns,-1.3,88.9,2023-10-09T19:30:00,False,Texas State Bobcats vs Louisiana Ragin Cajuns,Sun Belt - West vs Sun Belt - West
6,Bowling Green Falcons,Miami (OH) RedHawks,-10.0,57.5,2023-10-09T19:30:00,False,Bowling Green Falcons vs Miami (OH) RedHawks,Mid-American - East vs Mid-American - East
6,Kent State Golden Flashes,Ohio Bobcats,-32.8,60.2,2023-10-09T19:30:00,False,Kent State Golden Flashes vs Ohio Bobcats,Mid-American - East vs Mid-American - East
6,Northern Illinois Huskies,Akron Zips,8.0,56.8,2023-10-09T19:30:00,False,Northern Illinois Huskies vs Akron Zips,Mid-American - West vs Mid-American - East
