Week,AwayTeamName,HomeTeamName,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,TeamsConcatenated,ConferenceConcatenated
6,Central Michigan Chippewas,Buffalo Bulls,4.5,68.9,2023-10-09T18:00:00,False,Central Michigan Chippewas vs Buffalo Bulls,Mid-American - West vs Mid-American - East
6,Ball State Cardinals,Eastern Michigan Eagles,-3.3,58.2,2023-10-09T19:30:00,False,Ball State Cardinals vs Eastern Michigan Eagles,Mid-American - West vs Mid-American - West
6,Fresno State Bulldogs,Wyoming Cowboys,9.8,56.8,2023-10-10T00:00:00,False,Fresno State Bulldogs vs Wyoming Cowboys,Mountain West vs Mountain West
6,Colorado State Rams,Utah State Aggies,5.4,82.9,2023-10-10T00:00:00,False,Colorado State Rams vs Utah State Aggies,Mountain West vs Mountain West
6,San Jose State Spartans,Boise State Broncos,-11.4,76.9,2023-10-10T00:00:00,False,San Jose State Spartans vs Boise State Broncos,Mountain West vs Mountain West
7,Illinois Fighting Illini,Maryland Terrapins,-8.4,31.0,2023-10-11T19:30:00,False,Illinois Fighting Illini vs Maryland Terrapins,Big Ten - West vs Big Ten - East
7,Indiana Hoosiers,Michigan Wolverines,-20.8,28.3,2023-10-11T16:00:00,False,Indiana Hoosiers vs Michigan Wolverines,Big Ten - East vs Big Ten - East
7,Michigan State Spartans,Rutgers Scarlet Knights,-2.8,24.2,2023-10-11T16:00:00,False,Michigan State Spartans vs Rutgers Scarlet Knights,Big Ten - East vs Big Ten - East
7,Sam Houston Bearkats,New Mexico State Aggies,-2.2,26.4,2023-10-09T01:00:00,False,Sam Houston Bearkats vs New Mexico State Aggies,Conference USA vs Conference USA
7,UMass Minutemen,Penn State Nittany Lions,-25.8,34.2,2023-10-11T19:30:00,False,UMass Minutemen vs Penn State Nittany Lions,FBS Independents vs Big Ten - East
7,UTEP Miners,Florida International Panthers,-2.2,26.7,2023-10-08T23:30:00,False,UTEP Miners vs Florida International Panthers,Conference USA vs Conference USA
7,Georgia Bulldogs,Vanderbilt Commodores,19.6,34.5,2023-10-11T16:00:00,False,Georgia Bulldogs vs Vanderbilt Commodores,SEC - East vs SEC - East
7,Louisiana Tech Bulldogs,Middle Tennessee Blue Raiders,-1.9,33.5,2023-10-07T23:00:00,False,Louisiana Tech Bulldogs vs Middle Tennessee Blue Raiders,Conference USA vs Conference USA
7,Ohio State Buckeyes,Purdue Boilermakers,11.8,30.4,2023-10-11T16:00:00,False,Ohio State Buckeyes vs Purdue Boilermakers,Big Ten - East vs Big Ten - West
7,Florida Gators,South Carolina Gamecocks,-1.6,32.0,2023-10-11T19:30:00,False,Florida Gators vs South Carolina Gamecocks,SEC - East vs SEC - East
7,Texas A&M Aggies,Tennessee Volunteers,-1.9,34.2,2023-10-11T19:30:00,False,Texas A&M Aggies vs Tennessee Volunteers,SEC - West vs SEC - East
7,Iowa Hawkeyes,Wisconsin Badgers,-6.2,21.4,2023-10-11T20:00:00,False,Iowa Hawkeyes vs Wisconsin Badgers,Big Ten - West vs Big Ten - West
7,Arkansas Razorbacks,Alabama Crimson Tide,-12.1,28.9,2023-10-11T16:00:00,False,Arkansas Razorbacks vs Alabama Crimson Tide,SEC - West vs SEC - West
7,Troy Trojans,Army Black Knights,1.7,26.7,2023-10-11T19:30:00,False,Troy Trojans vs Army Black Knights,Sun Belt - West vs FBS Independents
7,Liberty Flames,Jacksonville State Gamecocks,2.9,36.9,2023-10-07T23:30:00,False,Liberty Flames vs Jacksonville State Gamecocks,Conference USA vs Conference USA
7,Missouri Tigers,Kentucky Wildcats,-1.6,32.0,2023-10-11T23:30:00,False,Missouri Tigers vs Kentucky Wildcats,SEC - East vs SEC - East
7,Auburn Tigers,LSU Tigers,-6.8,37.3,2023-10-11T23:00:00,False,Auburn Tigers vs LSU Tigers,SEC - West vs SEC - West
7,Arizona Wildcats,Washington State Cougars,-5.3,36.3,2023-10-11T23:00:00,False,Arizona Wildcats vs Washington State Cougars,Pac-12 vs Pac-12
7,UCLA Bruins,Oregon State Beavers,-2.2,33.5,2023-10-12T00:00:00,False,UCLA Bruins vs Oregon State Beavers,Pac-12 vs Pac-12
7,California Golden Bears,Utah Utes,-7.5,27.9,2023-10-11T19:00:00,False,California Golden Bears vs Utah Utes,Pac-12 vs Pac-12
7,Oregon Ducks,Washington Huskies,-1.9,41.9,2023-10-11T19:30:00,False,Oregon Ducks vs Washington Huskies,Pac-12 vs Pac-12
7,Stanford Cardinal,Colorado Buffaloes,-7.1,37.3,2023-10-11T02:00:00,False,Stanford Cardinal vs Colorado Buffaloes,Pac-12 vs Pac-12
7,USC Trojans,Notre Dame Fighting Irish,-1.6,37.6,2023-10-11T23:30:00,False,USC Trojans vs Notre Dame Fighting Irish,Pac-12 vs FBS Independents
7,NC State Wolfpack,Duke Blue Devils,-2.2,27.9,2023-10-12T00:00:00,False,NC State Wolfpack vs Duke Blue Devils,Atlantic Coast vs Atlantic Coast
7,Miami Hurricanes,North Carolina Tar Heels,-2.2,35.7,2023-10-11T23:30:00,False,Miami Hurricanes vs North Carolina Tar Heels,Atlantic Coast vs Atlantic Coast
7,Louisville Cardinals,Pittsburgh Panthers,2.9,27.6,2023-10-11T22:30:00,False,Louisville Cardinals vs Pittsburgh Panthers,Atlantic Coast vs Atlantic Coast
7,Wake Forest Demon Deacons,Virginia Tech Hokies,-0.9,29.5,2023-10-11T19:30:00,False,Wake Forest Demon Deacons vs Virginia Tech Hokies,Atlantic Coast vs Atlantic Coast
7,Syracuse Orange,Florida State Seminoles,-10.9,34.8,2023-10-11T16:00:00,False,Syracuse Orange vs Florida State Seminoles,Atlantic Coast vs Atlantic Coast
7,Kansas Jayhawks,Oklahoma State Cowboys,1.2,34.2,2023-10-11T19:30:00,False,Kansas Jayhawks vs Oklahoma State Cowboys,Big 12 vs Big 12
7,Iowa State Cyclones,Cincinnati Bearcats,-3.4,27.6,2023-10-11T16:00:00,False,Iowa State Cyclones vs Cincinnati Bearcats,Big 12 vs Big 12
7,West Virginia Mountaineers,Houston Cougars,1.2,30.7,2023-10-09T23:00:00,False,West Virginia Mountaineers vs Houston Cougars,Big 12 vs Big 12
7,BYU Cougars,TCU Horned Frogs,-3.7,32.6,2023-10-11T19:30:00,False,BYU Cougars vs TCU Horned Frogs,Big 12 vs Big 12
7,Kansas State Wildcats,Texas Tech Red Raiders,-0.9,35.1,2023-10-11T23:00:00,False,Kansas State Wildcats vs Texas Tech Red Raiders,Big 12 vs Big 12
7,SMU Mustangs,East Carolina Pirates,4.4,30.7,2023-10-09T23:30:00,False,SMU Mustangs vs East Carolina Pirates,American Athletic vs American Athletic
7,Tulane Green Wave,Memphis Tigers,1.7,33.8,2023-10-10T23:00:00,False,Tulane Green Wave vs Memphis Tigers,American Athletic vs American Athletic
7,Navy Midshipmen,Charlotte 49ers,1.3,27.0,2023-10-11T18:00:00,False,Navy Midshipmen vs Charlotte 49ers,American Athletic vs American Athletic
7,Temple Owls,North Texas Mean Green,-3.1,43.2,2023-10-11T16:00:00,False,Temple Owls vs North Texas Mean Green,American Athletic vs American Athletic
7,UAB Blazers,UTSA Roadrunners,-5.9,41.9,2023-10-12T00:00:00,False,UAB Blazers vs UTSA Roadrunners,American Athletic vs American Athletic
7,Florida Atlantic Owls,South Florida Bulls,-1.6,36.9,2023-10-11T19:30:00,False,Florida Atlantic Owls vs South Florida Bulls,American Athletic vs American Athletic
7,Coastal Carolina Chanticleers,Appalachian State Mountaineers,-3.1,36.6,2023-10-07T23:30:00,False,Coastal Carolina Chanticleers vs Appalachian State Mountaineers,Sun Belt - East vs Sun Belt - East
7,Marshall Thundering Herd,Georgia State Panthers,-0.6,33.5,2023-10-11T23:00:00,False,Marshall Thundering Herd vs Georgia State Panthers,Sun Belt - East vs Sun Belt - East
7,Georgia Southern Eagles,James Madison Dukes,-3.7,36.3,2023-10-11T16:00:00,False,Georgia Southern Eagles vs James Madison Dukes,Sun Belt - East vs Sun Belt - East
7,UL Monroe Warhawks,Texas State Bobcats,-10.2,39.4,2023-10-11T23:00:00,False,UL Monroe Warhawks vs Texas State Bobcats,Sun Belt - West vs Sun Belt - West
7,Toledo Rockets,Ball State Cardinals,10.2,29.2,2023-10-11T18:00:00,False,Toledo Rockets vs Ball State Cardinals,Mid-American - West vs Mid-American - West
7,Bowling Green Falcons,Buffalo Bulls,-2.8,27.3,2023-10-11T19:30:00,False,Bowling Green Falcons vs Buffalo Bulls,Mid-American - East vs Mid-American - East
7,Akron Zips,Central Michigan Chippewas,-6.8,27.0,2023-10-11T19:30:00,False,Akron Zips vs Central Michigan Chippewas,Mid-American - East vs Mid-American - West
7,Kent State Golden Flashes,Eastern Michigan Eagles,-6.2,24.5,2023-10-11T16:00:00,False,Kent State Golden Flashes vs Eastern Michigan Eagles,Mid-American - East vs Mid-American - West
7,Ohio Bobcats,Northern Illinois Huskies,2.5,27.3,2023-10-11T20:00:00,False,Ohio Bobcats vs Northern Illinois Huskies,Mid-American - East vs Mid-American - West
7,Miami (OH) RedHawks,Western Michigan Broncos,3.3,27.6,2023-10-11T19:30:00,False,Miami (OH) RedHawks vs Western Michigan Broncos,Mid-American - East vs Mid-American - West
7,San Jose State Spartans,New Mexico Lobos,3.1,36.0,2023-10-11T22:00:00,False,San Jose State Spartans vs New Mexico Lobos,Mountain West vs Mountain West
7,Wyoming Cowboys,Air Force Falcons,-6.5,25.8,2023-10-11T23:00:00,False,Wyoming Cowboys vs Air Force Falcons,Mountain West vs Mountain West
7,UNLV Rebels,Nevada Wolf Pack,3.7,33.2,2023-10-11T21:00:00,False,UNLV Rebels vs Nevada Wolf Pack,Mountain West vs Mountain West
7,Fresno State Bulldogs,Utah State Aggies,1.5,35.4,2023-10-11T00:00:00,False,Fresno State Bulldogs vs Utah State Aggies,Mountain West vs Mountain West
7,Boise State Broncos,Colorado State Rams,2.9,37.6,2023-10-12T01:45:00,False,Boise State Broncos vs Colorado State Rams,Mountain West vs Mountain West
7,San Diego State Aztecs,Hawaii Rainbow Warriors,2.3,33.2,2023-10-12T03:00:00,False,San Diego State Aztecs vs Hawaii Rainbow Warriors,Mountain West vs Mountain West
8,Michigan Wolverines,Michigan State Spartans,,,2023-10-21T23:30:00,False,Michigan Wolverines vs Michigan State Spartans,Big Ten - East vs Big Ten - East
8,South Carolina Gamecocks,Missouri Tigers,,,2023-10-21T19:30:00,False,South Carolina Gamecocks vs Missouri Tigers,SEC - East vs SEC - East
8,Northwestern Wildcats,Nebraska Cornhuskers,,,2023-10-21T19:30:00,False,Northwestern Wildcats vs Nebraska Cornhuskers,Big Ten - West vs Big Ten - West
8,Penn State Nittany Lions,Ohio State Buckeyes,-6.2,,2023-10-21T16:00:00,False,Penn State Nittany Lions vs Ohio State Buckeyes,Big Ten - East vs Big Ten - East
8,Ole Miss Rebels,Auburn Tigers,,,2023-10-21T23:00:00,False,Ole Miss Rebels vs Auburn Tigers,SEC - West vs SEC - West
8,Minnesota Golden Gophers,Iowa Hawkeyes,,,2023-10-21T19:30:00,False,Minnesota Golden Gophers vs Iowa Hawkeyes,Big Ten - West vs Big Ten - West
8,Middle Tennessee Blue Raiders,Liberty Flames,,,2023-10-17T23:00:00,False,Middle Tennessee Blue Raiders vs Liberty Flames,Conference USA vs Conference USA
8,Florida International Panthers,Sam Houston Bearkats,,,2023-10-18T23:00:00,False,Florida International Panthers vs Sam Houston Bearkats,Conference USA vs Conference USA
8,New Mexico State Aggies,UTEP Miners,,,2023-10-19T01:00:00,False,New Mexico State Aggies vs UTEP Miners,Conference USA vs Conference USA
8,Tennessee Volunteers,Alabama Crimson Tide,-10.2,,2023-10-21T19:30:00,False,Tennessee Volunteers vs Alabama Crimson Tide,SEC - East vs SEC - West
8,Wisconsin Badgers,Illinois Fighting Illini,,,2023-10-21T19:30:00,False,Wisconsin Badgers vs Illinois Fighting Illini,Big Ten - West vs Big Ten - West
8,South Florida Bulls,UConn Huskies,,,2023-10-21T19:30:00,False,South Florida Bulls vs UConn Huskies,American Athletic vs FBS Independents
8,Western Kentucky Hilltoppers,Jacksonville State Gamecocks,,,2023-10-17T23:30:00,False,Western Kentucky Hilltoppers vs Jacksonville State Gamecocks,Conference USA vs Conference USA
8,Mississippi State Bulldogs,Arkansas Razorbacks,,,2023-10-21T16:00:00,False,Mississippi State Bulldogs vs Arkansas Razorbacks,SEC - West vs SEC - West
8,Rutgers Scarlet Knights,Indiana Hoosiers,,,2023-10-21T16:00:00,False,Rutgers Scarlet Knights vs Indiana Hoosiers,Big Ten - East vs Big Ten - East
8,Army Black Knights,LSU Tigers,,,2023-10-21T23:30:00,False,Army Black Knights vs LSU Tigers,FBS Independents vs SEC - West
8,UCLA Bruins,Stanford Cardinal,,,2023-10-22T02:30:00,False,UCLA Bruins vs Stanford Cardinal,Pac-12 vs Pac-12
8,Washington State Cougars,Oregon Ducks,,,2023-10-21T19:30:00,False,Washington State Cougars vs Oregon Ducks,Pac-12 vs Pac-12
8,Arizona State Sun Devils,Washington Huskies,,,2023-10-22T02:30:00,False,Arizona State Sun Devils vs Washington Huskies,Pac-12 vs Pac-12
8,Utah Utes,USC Trojans,,,2023-10-22T00:00:00,False,Utah Utes vs USC Trojans,Pac-12 vs Pac-12
8,Virginia Cavaliers,North Carolina Tar Heels,,,2023-10-21T22:30:00,False,Virginia Cavaliers vs North Carolina Tar Heels,Atlantic Coast vs Atlantic Coast
8,Pittsburgh Panthers,Wake Forest Demon Deacons,,,2023-10-21T19:30:00,False,Pittsburgh Panthers vs Wake Forest Demon Deacons,Atlantic Coast vs Atlantic Coast
8,Clemson Tigers,Miami Hurricanes,,,,False,Clemson Tigers vs Miami Hurricanes,Atlantic Coast vs Atlantic Coast
8,Duke Blue Devils,Florida State Seminoles,,,,False,Duke Blue Devils vs Florida State Seminoles,Atlantic Coast vs Atlantic Coast
8,Boston College Eagles,Georgia Tech Yellow Jackets,,,2023-10-21T16:00:00,False,Boston College Eagles vs Georgia Tech Yellow Jackets,Atlantic Coast vs Atlantic Coast
8,UCF Knights,Oklahoma Sooners,,,2023-10-21T16:00:00,False,UCF Knights vs Oklahoma Sooners,Big 12 vs Big 12
8,Baylor Bears,Cincinnati Bearcats,,,2023-10-21T16:00:00,False,Baylor Bears vs Cincinnati Bearcats,Big 12 vs Big 12
8,TCU Horned Frogs,Kansas State Wildcats,,,2023-10-21T23:00:00,False,TCU Horned Frogs vs Kansas State Wildcats,Big 12 vs Big 12
8,Texas Longhorns,Houston Cougars,,,2023-10-21T20:00:00,False,Texas Longhorns vs Houston Cougars,Big 12 vs Big 12
8,Texas Tech Red Raiders,BYU Cougars,,,2023-10-21T23:00:00,False,Texas Tech Red Raiders vs BYU Cougars,Big 12 vs Big 12
8,Oklahoma State Cowboys,West Virginia Mountaineers,,,2023-10-21T19:30:00,False,Oklahoma State Cowboys vs West Virginia Mountaineers,Big 12 vs Big 12
8,Charlotte 49ers,East Carolina Pirates,,,2023-10-21T18:00:00,False,Charlotte 49ers vs East Carolina Pirates,American Athletic vs American Athletic
8,Rice Owls,Tulsa Golden Hurricane,,,2023-10-19T23:00:00,False,Rice Owls vs Tulsa Golden Hurricane,American Athletic vs American Athletic
8,SMU Mustangs,Temple Owls,,,2023-10-20T23:00:00,False,SMU Mustangs vs Temple Owls,American Athletic vs American Athletic
8,UTSA Roadrunners,Florida Atlantic Owls,,,2023-10-21T22:00:00,False,UTSA Roadrunners vs Florida Atlantic Owls,American Athletic vs American Athletic
8,Air Force Falcons,Navy Midshipmen,,,2023-10-21T16:00:00,False,Air Force Falcons vs Navy Midshipmen,Mountain West vs American Athletic
8,North Texas Mean Green,Tulane Green Wave,,,2023-10-21T19:30:00,False,North Texas Mean Green vs Tulane Green Wave,American Athletic vs American Athletic
8,Memphis Tigers,UAB Blazers,,,2023-10-21T16:00:00,False,Memphis Tigers vs UAB Blazers,American Athletic vs American Athletic
8,Coastal Carolina Chanticleers,Arkansas State Red Wolves,,,2023-10-21T23:00:00,False,Coastal Carolina Chanticleers vs Arkansas State Red Wolves,Sun Belt - East vs Sun Belt - West
8,James Madison Dukes,Marshall Thundering Herd,,,2023-10-19T23:00:00,False,James Madison Dukes vs Marshall Thundering Herd,Sun Belt - East vs Sun Belt - East
8,UL Monroe Warhawks,Georgia Southern Eagles,,,2023-10-21T18:00:00,False,UL Monroe Warhawks vs Georgia Southern Eagles,Sun Belt - West vs Sun Belt - East
8,Appalachian State Mountaineers,Old Dominion Monarchs,,,2023-10-21T23:00:00,False,Appalachian State Mountaineers vs Old Dominion Monarchs,Sun Belt - East vs Sun Belt - East
8,Georgia State Panthers,Louisiana Ragin Cajuns,,,2023-10-22T00:00:00,False,Georgia State Panthers vs Louisiana Ragin Cajuns,Sun Belt - East vs Sun Belt - West
8,Southern Miss Golden Eagles,South Alabama Jaguars,,,2023-10-17T23:30:00,False,Southern Miss Golden Eagles vs South Alabama Jaguars,Sun Belt - West vs Sun Belt - West
8,Akron Zips,Bowling Green Falcons,,,2023-10-21T18:00:00,False,Akron Zips vs Bowling Green Falcons,Mid-American - East vs Mid-American - East
8,Toledo Rockets,Miami (OH) RedHawks,,,2023-10-21T20:00:00,False,Toledo Rockets vs Miami (OH) RedHawks,Mid-American - West vs Mid-American - East
8,Western Michigan Broncos,Ohio Bobcats,,,2023-10-21T16:00:00,False,Western Michigan Broncos vs Ohio Bobcats,Mid-American - West vs Mid-American - East
8,Central Michigan Chippewas,Ball State Cardinals,,,2023-10-21T19:30:00,False,Central Michigan Chippewas vs Ball State Cardinals,Mid-American - West vs Mid-American - West
8,Buffalo Bulls,Kent State Golden Flashes,,,2023-10-21T19:30:00,False,Buffalo Bulls vs Kent State Golden Flashes,Mid-American - East vs Mid-American - East
8,Eastern Michigan Eagles,Northern Illinois Huskies,,,2023-10-21T19:30:00,False,Eastern Michigan Eagles vs Northern Illinois Huskies,Mid-American - West vs Mid-American - West
8,Hawaii Rainbow Warriors,New Mexico Lobos,,,2023-10-21T22:00:00,False,Hawaii Rainbow Warriors vs New Mexico Lobos,Mountain West vs Mountain West
8,Nevada Wolf Pack,San Diego State Aztecs,,,2023-10-22T01:00:00,False,Nevada Wolf Pack vs San Diego State Aztecs,Mountain West vs Mountain West
8,Utah State Aggies,San Jose State Spartans,,,2023-10-21T23:00:00,False,Utah State Aggies vs San Jose State Spartans,Mountain West vs Mountain West
8,Colorado State Rams,UNLV Rebels,,,2023-10-21T23:00:00,False,Colorado State Rams vs UNLV Rebels,Mountain West vs Mountain West
9,UConn Huskies,Boston College Eagles,,,,False,UConn Huskies vs Boston College Eagles,FBS Independents vs Atlantic Coast
9,Michigan State Spartans,Minnesota Golden Gophers,,,,False,Michigan State Spartans vs Minnesota Golden Gophers,Big Ten - East vs Big Ten - West
9,Vanderbilt Commodores,Ole Miss Rebels,,,,False,Vanderbilt Commodores vs Ole Miss Rebels,SEC - East vs SEC - West
9,Purdue Boilermakers,Nebraska Cornhuskers,,,,False,Purdue Boilermakers vs Nebraska Cornhuskers,Big Ten - West vs Big Ten - West
9,Mississippi State Bulldogs,Auburn Tigers,,,,False,Mississippi State Bulldogs vs Auburn Tigers,SEC - West vs SEC - West
9,Indiana Hoosiers,Penn State Nittany Lions,,,,False,Indiana Hoosiers vs Penn State Nittany Lions,Big Ten - East vs Big Ten - East
9,Jacksonville State Gamecocks,Florida International Panthers,,,2023-10-21T23:00:00,False,Jacksonville State Gamecocks vs Florida International Panthers,Conference USA vs Conference USA
9,New Mexico State Aggies,Louisiana Tech Bulldogs,,,2023-10-20T23:00:00,False,New Mexico State Aggies vs Louisiana Tech Bulldogs,Conference USA vs Conference USA
9,South Carolina Gamecocks,Texas A&M Aggies,,,,False,South Carolina Gamecocks vs Texas A&M Aggies,SEC - East vs SEC - West
9,UTEP Miners,Sam Houston Bearkats,,,2023-10-22T00:00:00,False,UTEP Miners vs Sam Houston Bearkats,Conference USA vs Conference USA
9,Ohio State Buckeyes,Wisconsin Badgers,,,,False,Ohio State Buckeyes vs Wisconsin Badgers,Big Ten - East vs Big Ten - West
9,UMass Minutemen,Army Black Knights,,,2023-10-24T16:00:00,False,UMass Minutemen vs Army Black Knights,FBS Independents vs FBS Independents
9,Georgia Bulldogs,Florida Gators,,,2023-10-24T19:30:00,True,Georgia Bulldogs vs Florida Gators,SEC - East vs SEC - East
9,Maryland Terrapins,Northwestern Wildcats,,,,False,Maryland Terrapins vs Northwestern Wildcats,Big Ten - East vs Big Ten - West
9,Tennessee Volunteers,Kentucky Wildcats,,,,False,Tennessee Volunteers vs Kentucky Wildcats,SEC - East vs SEC - East
9,Liberty Flames,Western Kentucky Hilltoppers,,,2023-10-20T23:30:00,False,Liberty Flames vs Western Kentucky Hilltoppers,Conference USA vs Conference USA
9,Oregon State Beavers,Arizona Wildcats,,,,False,Oregon State Beavers vs Arizona Wildcats,Pac-12 vs Pac-12
9,Washington Huskies,Stanford Cardinal,,,,False,Washington Huskies vs Stanford Cardinal,Pac-12 vs Pac-12
9,USC Trojans,California Golden Bears,,,,False,USC Trojans vs California Golden Bears,Pac-12 vs Pac-12
9,Oregon Ducks,Utah Utes,,,,False,Oregon Ducks vs Utah Utes,Pac-12 vs Pac-12
9,Colorado Buffaloes,UCLA Bruins,,,,False,Colorado Buffaloes vs UCLA Bruins,Pac-12 vs Pac-12
9,Washington State Cougars,Arizona State Sun Devils,,,,False,Washington State Cougars vs Arizona State Sun Devils,Pac-12 vs Pac-12
9,Pittsburgh Panthers,Notre Dame Fighting Irish,,,2023-10-24T19:30:00,False,Pittsburgh Panthers vs Notre Dame Fighting Irish,Atlantic Coast vs FBS Independents
9,Clemson Tigers,NC State Wolfpack,,,,False,Clemson Tigers vs NC State Wolfpack,Atlantic Coast vs Atlantic Coast
9,Florida State Seminoles,Wake Forest Demon Deacons,,,,False,Florida State Seminoles vs Wake Forest Demon Deacons,Atlantic Coast vs Atlantic Coast
9,Virginia Cavaliers,Miami Hurricanes,,,,False,Virginia Cavaliers vs Miami Hurricanes,Atlantic Coast vs Atlantic Coast
9,Syracuse Orange,Virginia Tech Hokies,,,2023-10-22T23:30:00,False,Syracuse Orange vs Virginia Tech Hokies,Atlantic Coast vs Atlantic Coast
9,North Carolina Tar Heels,Georgia Tech Yellow Jackets,,,,False,North Carolina Tar Heels vs Georgia Tech Yellow Jackets,Atlantic Coast vs Atlantic Coast
9,Duke Blue Devils,Louisville Cardinals,,,,False,Duke Blue Devils vs Louisville Cardinals,Atlantic Coast vs Atlantic Coast
9,Cincinnati Bearcats,Oklahoma State Cowboys,,,,False,Cincinnati Bearcats vs Oklahoma State Cowboys,Big 12 vs Big 12
9,West Virginia Mountaineers,UCF Knights,,,,False,West Virginia Mountaineers vs UCF Knights,Big 12 vs Big 12
9,Oklahoma Sooners,Kansas Jayhawks,,,,False,Oklahoma Sooners vs Kansas Jayhawks,Big 12 vs Big 12
9,Houston Cougars,Kansas State Wildcats,,,,False,Houston Cougars vs Kansas State Wildcats,Big 12 vs Big 12
9,Iowa State Cyclones,Baylor Bears,,,,False,Iowa State Cyclones vs Baylor Bears,Big 12 vs Big 12
9,BYU Cougars,Texas Longhorns,,,,False,BYU Cougars vs Texas Longhorns,Big 12 vs Big 12
9,Tulane Green Wave,Rice Owls,,,,False,Tulane Green Wave vs Rice Owls,American Athletic vs American Athletic
9,Florida Atlantic Owls,Charlotte 49ers,,,2023-10-23T23:30:00,False,Florida Atlantic Owls vs Charlotte 49ers,American Athletic vs American Athletic
9,Memphis Tigers,North Texas Mean Green,,,,False,Memphis Tigers vs North Texas Mean Green,American Athletic vs American Athletic
9,Tulsa Golden Hurricane,SMU Mustangs,,,,False,Tulsa Golden Hurricane vs SMU Mustangs,American Athletic vs American Athletic
9,East Carolina Pirates,UTSA Roadrunners,,,,False,East Carolina Pirates vs UTSA Roadrunners,American Athletic vs American Athletic
9,Southern Miss Golden Eagles,Appalachian State Mountaineers,,,,False,Southern Miss Golden Eagles vs Appalachian State Mountaineers,Sun Belt - West vs Sun Belt - East
9,Arkansas State Red Wolves,UL Monroe Warhawks,,,2023-10-24T21:00:00,False,Arkansas State Red Wolves vs UL Monroe Warhawks,Sun Belt - West vs Sun Belt - West
9,Old Dominion Monarchs,James Madison Dukes,,,,False,Old Dominion Monarchs vs James Madison Dukes,Sun Belt - East vs Sun Belt - East
9,Marshall Thundering Herd,Coastal Carolina Chanticleers,,,,False,Marshall Thundering Herd vs Coastal Carolina Chanticleers,Sun Belt - East vs Sun Belt - East
9,Troy Trojans,Texas State Bobcats,,,2023-10-24T19:00:00,False,Troy Trojans vs Texas State Bobcats,Sun Belt - West vs Sun Belt - West
9,Louisiana Ragin Cajuns,South Alabama Jaguars,,,2023-10-24T21:00:00,False,Louisiana Ragin Cajuns vs South Alabama Jaguars,Sun Belt - West vs Sun Belt - West
9,Georgia State Panthers,Georgia Southern Eagles,,,2023-10-22T23:30:00,False,Georgia State Panthers vs Georgia Southern Eagles,Sun Belt - East vs Sun Belt - East
9,Miami (OH) RedHawks,Ohio Bobcats,,,,False,Miami (OH) RedHawks vs Ohio Bobcats,Mid-American - East vs Mid-American - East
9,Western Michigan Broncos,Eastern Michigan Eagles,,,,False,Western Michigan Broncos vs Eastern Michigan Eagles,Mid-American - West vs Mid-American - West
9,New Mexico Lobos,Nevada Wolf Pack,,,2023-10-25T02:30:00,False,New Mexico Lobos vs Nevada Wolf Pack,Mountain West vs Mountain West
9,UNLV Rebels,Fresno State Bulldogs,,,,False,UNLV Rebels vs Fresno State Bulldogs,Mountain West vs Mountain West
9,Air Force Falcons,Colorado State Rams,,,2023-10-24T23:00:00,False,Air Force Falcons vs Colorado State Rams,Mountain West vs Mountain West
9,San Jose State Spartans,Hawaii Rainbow Warriors,,,2023-10-25T03:59:00,False,San Jose State Spartans vs Hawaii Rainbow Warriors,Mountain West vs Mountain West
9,Wyoming Cowboys,Boise State Broncos,,,,False,Wyoming Cowboys vs Boise State Broncos,Mountain West vs Mountain West
10,Penn State Nittany Lions,Maryland Terrapins,,,,False,Penn State Nittany Lions vs Maryland Terrapins,Big Ten - East vs Big Ten - East
10,Nebraska Cornhuskers,Michigan State Spartans,,,,False,Nebraska Cornhuskers vs Michigan State Spartans,Big Ten - West vs Big Ten - East
10,Purdue Boilermakers,Michigan Wolverines,,,,False,Purdue Boilermakers vs Michigan Wolverines,Big Ten - West vs Big Ten - East
10,Illinois Fighting Illini,Minnesota Golden Gophers,,,,False,Illinois Fighting Illini vs Minnesota Golden Gophers,Big Ten - West vs Big Ten - West
10,Texas A&M Aggies,Ole Miss Rebels,,,,False,Texas A&M Aggies vs Ole Miss Rebels,SEC - West vs SEC - West
10,Ohio State Buckeyes,Rutgers Scarlet Knights,,,,False,Ohio State Buckeyes vs Rutgers Scarlet Knights,Big Ten - East vs Big Ten - East
10,Middle Tennessee Blue Raiders,New Mexico State Aggies,,,2023-11-02T22:00:00,False,Middle Tennessee Blue Raiders vs New Mexico State Aggies,Conference USA vs Conference USA
10,Army Black Knights,Air Force Falcons,,,2023-11-02T18:30:00,True,Army Black Knights vs Air Force Falcons,FBS Independents vs Mountain West
10,Louisiana Tech Bulldogs,Liberty Flames,,,2023-11-02T22:00:00,False,Louisiana Tech Bulldogs vs Liberty Flames,Conference USA vs Conference USA
10,Auburn Tigers,Vanderbilt Commodores,,,,False,Auburn Tigers vs Vanderbilt Commodores,SEC - West vs SEC - East
10,Jacksonville State Gamecocks,South Carolina Gamecocks,,,,False,Jacksonville State Gamecocks vs South Carolina Gamecocks,Conference USA vs SEC - East
10,UConn Huskies,Tennessee Volunteers,,,,False,UConn Huskies vs Tennessee Volunteers,FBS Independents vs SEC - East
10,Western Kentucky Hilltoppers,UTEP Miners,,,2023-11-03T01:00:00,False,Western Kentucky Hilltoppers vs UTEP Miners,Conference USA vs Conference USA
