Week,AwayTeamName,AwayTeamID,HomeTeamName,HomeTeamID,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,Conference_away,Conference_home,TeamsConcatenated
8,UTSA Roadrunners,147,Florida Atlantic Owls,145,,,,False,American Athletic,American Athletic,UTSA Roadrunners vs Florida Atlantic Owls
8,Air Force Falcons,221,Navy Midshipmen,258,,,2023-10-21T16:00:00,False,Mountain West,American Athletic,Air Force Falcons vs Navy Midshipmen
8,North Texas Mean Green,141,Tulane Green Wave,10,,,,False,American Athletic,American Athletic,North Texas Mean Green vs Tulane Green Wave
8,Memphis Tigers,7,UAB Blazers,134,,,,False,American Athletic,American Athletic,Memphis Tigers vs UAB Blazers
8,Coastal Carolina Chanticleers,81,Arkansas State Red Wolves,327,,,,False,Sun Belt - East,Sun Belt - West,Coastal Carolina Chanticleers vs Arkansas State Red Wolves
8,James Madison Dukes,126,Marshall Thundering Herd,136,,,2023-10-19T23:00:00,False,Sun Belt - East,Sun Belt - East,James Madison Dukes vs Marshall Thundering Herd
8,UL Monroe Warhawks,326,Georgia Southern Eagles,329,,,,False,Sun Belt - West,Sun Belt - East,UL Monroe Warhawks vs Georgia Southern Eagles
8,Appalachian State Mountaineers,331,Old Dominion Monarchs,138,,,,False,Sun Belt - East,Sun Belt - East,Appalachian State Mountaineers vs Old Dominion Monarchs
8,Georgia State Panthers,328,Louisiana Ragin Cajuns,324,,,,False,Sun Belt - East,Sun Belt - West,Georgia State Panthers vs Louisiana Ragin Cajuns
8,Southern Miss Golden Eagles,143,South Alabama Jaguars,330,,,2023-10-17T23:30:00,False,Sun Belt - West,Sun Belt - West,Southern Miss Golden Eagles vs South Alabama Jaguars
8,Akron Zips,177,Bowling Green Falcons,181,,,,False,Mid-American - East,Mid-American - East,Akron Zips vs Bowling Green Falcons
8,Toledo Rockets,183,Miami (OH) RedHawks,182,,,,False,Mid-American - West,Mid-American - East,Toledo Rockets vs Miami (OH) RedHawks
8,Western Michigan Broncos,188,Ohio Bobcats,180,,,,False,Mid-American - West,Mid-American - East,Western Michigan Broncos vs Ohio Bobcats
8,Central Michigan Chippewas,185,Ball State Cardinals,184,,,,False,Mid-American - West,Mid-American - West,Central Michigan Chippewas vs Ball State Cardinals
8,Buffalo Bulls,179,Kent State Golden Flashes,178,,,2023-10-21T19:30:00,False,Mid-American - East,Mid-American - East,Buffalo Bulls vs Kent State Golden Flashes
8,Eastern Michigan Eagles,187,Northern Illinois Huskies,186,,,,False,Mid-American - West,Mid-American - West,Eastern Michigan Eagles vs Northern Illinois Huskies
8,Hawaii Rainbow Warriors,115,New Mexico Lobos,214,,,,False,Mountain West,Mountain West,Hawaii Rainbow Warriors vs New Mexico Lobos
8,Nevada Wolf Pack,216,San Diego State Aztecs,212,,,,False,Mountain West,Mountain West,Nevada Wolf Pack vs San Diego State Aztecs
8,Utah State Aggies,220,San Jose State Spartans,222,,,2023-10-21T23:00:00,False,Mountain West,Mountain West,Utah State Aggies vs San Jose State Spartans
8,Colorado State Rams,217,UNLV Rebels,218,,,2023-10-21T23:00:00,False,Mountain West,Mountain West,Colorado State Rams vs UNLV Rebels
9,UConn Huskies,3,Boston College Eagles,35,,,,False,FBS Independents,Atlantic Coast,UConn Huskies vs Boston College Eagles
9,Michigan State Spartans,97,Minnesota Golden Gophers,104,,,,False,Big Ten - East,Big Ten - West,Michigan State Spartans vs Minnesota Golden Gophers
9,Vanderbilt Commodores,273,Ole Miss Rebels,274,,,,False,SEC - East,SEC - West,Vanderbilt Commodores vs Ole Miss Rebels
9,Purdue Boilermakers,94,Nebraska Cornhuskers,99,,,,False,Big Ten - West,Big Ten - West,Purdue Boilermakers vs Nebraska Cornhuskers
9,Mississippi State Bulldogs,278,Auburn Tigers,279,,,,False,SEC - West,SEC - West,Mississippi State Bulldogs vs Auburn Tigers
9,Indiana Hoosiers,93,Penn State Nittany Lions,101,,,,False,Big Ten - East,Big Ten - East,Indiana Hoosiers vs Penn State Nittany Lions
9,Jacksonville State Gamecocks,238,Florida International Panthers,140,,,2023-10-21T23:00:00,False,Conference USA,Conference USA,Jacksonville State Gamecocks vs Florida International Panthers
9,New Mexico State Aggies,344,Louisiana Tech Bulldogs,137,,,2023-10-20T23:00:00,False,Conference USA,Conference USA,New Mexico State Aggies vs Louisiana Tech Bulldogs
9,South Carolina Gamecocks,267,Texas A&M Aggies,270,,,,False,SEC - East,SEC - West,South Carolina Gamecocks vs Texas A&M Aggies
9,UTEP Miners,139,Sam Houston Bearkats,295,,,2023-10-22T00:00:00,False,Conference USA,Conference USA,UTEP Miners vs Sam Houston Bearkats
9,Ohio State Buckeyes,98,Wisconsin Badgers,96,,,,False,Big Ten - East,Big Ten - West,Ohio State Buckeyes vs Wisconsin Badgers
9,UMass Minutemen,55,Army Black Knights,263,,,2023-10-24T16:00:00,False,FBS Independents,FBS Independents,UMass Minutemen vs Army Black Knights
9,Georgia Bulldogs,272,Florida Gators,271,3.6,25.1,2023-10-24T19:30:00,True,SEC - East,SEC - East,Georgia Bulldogs vs Florida Gators
9,Maryland Terrapins,92,Northwestern Wildcats,100,,,,False,Big Ten - East,Big Ten - West,Maryland Terrapins vs Northwestern Wildcats
9,Tennessee Volunteers,277,Kentucky Wildcats,268,,,,False,SEC - East,SEC - East,Tennessee Volunteers vs Kentucky Wildcats
9,Liberty Flames,84,Western Kentucky Hilltoppers,144,,,2023-10-20T23:30:00,False,Conference USA,Conference USA,Liberty Flames vs Western Kentucky Hilltoppers
9,Oregon State Beavers,252,Arizona Wildcats,247,,,,False,Pac-12,Pac-12,Oregon State Beavers vs Arizona Wildcats
9,Washington Huskies,249,Stanford Cardinal,254,,,,False,Pac-12,Pac-12,Washington Huskies vs Stanford Cardinal
9,USC Trojans,246,California Golden Bears,251,,,,False,Pac-12,Pac-12,USC Trojans vs California Golden Bears
9,Oregon Ducks,245,Utah Utes,248,,,,False,Pac-12,Pac-12,Oregon Ducks vs Utah Utes
9,Colorado Buffaloes,250,UCLA Bruins,253,,,,False,Pac-12,Pac-12,Colorado Buffaloes vs UCLA Bruins
9,Washington State Cougars,256,Arizona State Sun Devils,255,,,,False,Pac-12,Pac-12,Washington State Cougars vs Arizona State Sun Devils
9,Pittsburgh Panthers,28,Notre Dame Fighting Irish,25,,,2023-10-24T19:30:00,False,Atlantic Coast,FBS Independents,Pittsburgh Panthers vs Notre Dame Fighting Irish
9,Clemson Tigers,27,NC State Wolfpack,33,,,,False,Atlantic Coast,Atlantic Coast,Clemson Tigers vs NC State Wolfpack
9,Florida State Seminoles,29,Wake Forest Demon Deacons,34,,,,False,Atlantic Coast,Atlantic Coast,Florida State Seminoles vs Wake Forest Demon Deacons
9,Virginia Cavaliers,22,Miami Hurricanes,23,,,,False,Atlantic Coast,Atlantic Coast,Virginia Cavaliers vs Miami Hurricanes
9,Syracuse Orange,30,Virginia Tech Hokies,31,,,2023-10-22T23:30:00,False,Atlantic Coast,Atlantic Coast,Syracuse Orange vs Virginia Tech Hokies
9,North Carolina Tar Heels,21,Georgia Tech Yellow Jackets,32,,,,False,Atlantic Coast,Atlantic Coast,North Carolina Tar Heels vs Georgia Tech Yellow Jackets
9,Duke Blue Devils,26,Louisville Cardinals,24,,,,False,Atlantic Coast,Atlantic Coast,Duke Blue Devils vs Louisville Cardinals
9,Cincinnati Bearcats,4,Oklahoma State Cowboys,113,,,,False,Big 12,Big 12,Cincinnati Bearcats vs Oklahoma State Cowboys
9,West Virginia Mountaineers,107,UCF Knights,8,,,,False,Big 12,Big 12,West Virginia Mountaineers vs UCF Knights
9,Oklahoma Sooners,105,Kansas Jayhawks,106,,,,False,Big 12,Big 12,Oklahoma Sooners vs Kansas Jayhawks
9,Houston Cougars,6,Kansas State Wildcats,112,,,,False,Big 12,Big 12,Houston Cougars vs Kansas State Wildcats
9,Iowa State Cyclones,110,Baylor Bears,108,,,,False,Big 12,Big 12,Iowa State Cyclones vs Baylor Bears
9,BYU Cougars,336,Texas Longhorns,109,,,,False,Big 12,Big 12,BYU Cougars vs Texas Longhorns
9,Tulane Green Wave,10,Rice Owls,146,,,,False,American Athletic,American Athletic,Tulane Green Wave vs Rice Owls
9,Florida Atlantic Owls,145,Charlotte 49ers,142,,,2023-10-23T23:30:00,False,American Athletic,American Athletic,Florida Atlantic Owls vs Charlotte 49ers
9,Memphis Tigers,7,North Texas Mean Green,141,,,,False,American Athletic,American Athletic,Memphis Tigers vs North Texas Mean Green
9,Tulsa Golden Hurricane,5,SMU Mustangs,1,,,,False,American Athletic,American Athletic,Tulsa Golden Hurricane vs SMU Mustangs
9,East Carolina Pirates,9,UTSA Roadrunners,147,,,,False,American Athletic,American Athletic,East Carolina Pirates vs UTSA Roadrunners
9,Southern Miss Golden Eagles,143,Appalachian State Mountaineers,331,,,,False,Sun Belt - West,Sun Belt - East,Southern Miss Golden Eagles vs Appalachian State Mountaineers
9,Arkansas State Red Wolves,327,UL Monroe Warhawks,326,,,,False,Sun Belt - West,Sun Belt - West,Arkansas State Red Wolves vs UL Monroe Warhawks
9,Old Dominion Monarchs,138,James Madison Dukes,126,,,,False,Sun Belt - East,Sun Belt - East,Old Dominion Monarchs vs James Madison Dukes
9,Marshall Thundering Herd,136,Coastal Carolina Chanticleers,81,,,,False,Sun Belt - East,Sun Belt - East,Marshall Thundering Herd vs Coastal Carolina Chanticleers
9,Troy Trojans,333,Texas State Bobcats,332,,,,False,Sun Belt - West,Sun Belt - West,Troy Trojans vs Texas State Bobcats
9,Louisiana Ragin Cajuns,324,South Alabama Jaguars,330,,,,False,Sun Belt - West,Sun Belt - West,Louisiana Ragin Cajuns vs South Alabama Jaguars
9,Georgia State Panthers,328,Georgia Southern Eagles,329,,,2023-10-22T23:30:00,False,Sun Belt - East,Sun Belt - East,Georgia State Panthers vs Georgia Southern Eagles
9,Miami (OH) RedHawks,182,Ohio Bobcats,180,,,,False,Mid-American - East,Mid-American - East,Miami (OH) RedHawks vs Ohio Bobcats
9,Western Michigan Broncos,188,Eastern Michigan Eagles,187,,,,False,Mid-American - West,Mid-American - West,Western Michigan Broncos vs Eastern Michigan Eagles
9,New Mexico Lobos,214,Nevada Wolf Pack,216,,,2023-10-25T02:30:00,False,Mountain West,Mountain West,New Mexico Lobos vs Nevada Wolf Pack
9,UNLV Rebels,218,Fresno State Bulldogs,213,,,,False,Mountain West,Mountain West,UNLV Rebels vs Fresno State Bulldogs
9,Air Force Falcons,221,Colorado State Rams,217,,,2023-10-24T23:00:00,False,Mountain West,Mountain West,Air Force Falcons vs Colorado State Rams
9,San Jose State Spartans,222,Hawaii Rainbow Warriors,115,,,,False,Mountain West,Mountain West,San Jose State Spartans vs Hawaii Rainbow Warriors
9,Wyoming Cowboys,219,Boise State Broncos,215,,,,False,Mountain West,Mountain West,Wyoming Cowboys vs Boise State Broncos
10,Penn State Nittany Lions,101,Maryland Terrapins,92,,,,False,Big Ten - East,Big Ten - East,Penn State Nittany Lions vs Maryland Terrapins
10,Nebraska Cornhuskers,99,Michigan State Spartans,97,,,,False,Big Ten - West,Big Ten - East,Nebraska Cornhuskers vs Michigan State Spartans
10,Purdue Boilermakers,94,Michigan Wolverines,95,,,,False,Big Ten - West,Big Ten - East,Purdue Boilermakers vs Michigan Wolverines
10,Illinois Fighting Illini,102,Minnesota Golden Gophers,104,,,,False,Big Ten - West,Big Ten - West,Illinois Fighting Illini vs Minnesota Golden Gophers
10,Texas A&M Aggies,270,Ole Miss Rebels,274,,,,False,SEC - West,SEC - West,Texas A&M Aggies vs Ole Miss Rebels
10,Ohio State Buckeyes,98,Rutgers Scarlet Knights,103,,,,False,Big Ten - East,Big Ten - East,Ohio State Buckeyes vs Rutgers Scarlet Knights
10,Middle Tennessee Blue Raiders,135,New Mexico State Aggies,344,,,2023-11-02T22:00:00,False,Conference USA,Conference USA,Middle Tennessee Blue Raiders vs New Mexico State Aggies
10,Army Black Knights,263,Air Force Falcons,221,,,2023-11-02T18:30:00,True,FBS Independents,Mountain West,Army Black Knights vs Air Force Falcons
10,Louisiana Tech Bulldogs,137,Liberty Flames,84,,,2023-11-02T22:00:00,False,Conference USA,Conference USA,Louisiana Tech Bulldogs vs Liberty Flames
10,Auburn Tigers,279,Vanderbilt Commodores,273,,,,False,SEC - West,SEC - East,Auburn Tigers vs Vanderbilt Commodores
10,Jacksonville State Gamecocks,238,South Carolina Gamecocks,267,,,,False,Conference USA,SEC - East,Jacksonville State Gamecocks vs South Carolina Gamecocks
10,UConn Huskies,3,Tennessee Volunteers,277,,,,False,FBS Independents,SEC - East,UConn Huskies vs Tennessee Volunteers
10,Western Kentucky Hilltoppers,144,UTEP Miners,139,,,2023-11-03T01:00:00,False,Conference USA,Conference USA,Western Kentucky Hilltoppers vs UTEP Miners
10,LSU Tigers,269,Alabama Crimson Tide,275,-5.2,,,False,SEC - West,SEC - West,LSU Tigers vs Alabama Crimson Tide
10,Kentucky Wildcats,268,Mississippi State Bulldogs,278,,,,False,SEC - East,SEC - West,Kentucky Wildcats vs Mississippi State Bulldogs
10,Arkansas Razorbacks,276,Florida Gators,271,,,,False,SEC - West,SEC - East,Arkansas Razorbacks vs Florida Gators
10,Missouri Tigers,280,Georgia Bulldogs,272,,,,False,SEC - East,SEC - East,Missouri Tigers vs Georgia Bulldogs
10,Iowa Hawkeyes,91,Northwestern Wildcats,100,,,,True,Big Ten - West,Big Ten - West,Iowa Hawkeyes vs Northwestern Wildcats
10,Wisconsin Badgers,96,Indiana Hoosiers,93,,,,False,Big Ten - West,Big Ten - East,Wisconsin Badgers vs Indiana Hoosiers
10,Merrimack College Warriors,817,UMass Minutemen,55,,,,False,,FBS Independents,Merrimack College Warriors vs UMass Minutemen
10,UCLA Bruins,253,Arizona Wildcats,247,,,,False,Pac-12,Pac-12,UCLA Bruins vs Arizona Wildcats
10,California Golden Bears,251,Oregon Ducks,245,,,,False,Pac-12,Pac-12,California Golden Bears vs Oregon Ducks
10,Arizona State Sun Devils,255,Utah Utes,248,,,,False,Pac-12,Pac-12,Arizona State Sun Devils vs Utah Utes
10,Stanford Cardinal,254,Washington State Cougars,256,,,,False,Pac-12,Pac-12,Stanford Cardinal vs Washington State Cougars
10,Washington Huskies,249,USC Trojans,246,,,,False,Pac-12,Pac-12,Washington Huskies vs USC Trojans
10,Oregon State Beavers,252,Colorado Buffaloes,250,,,,False,Pac-12,Pac-12,Oregon State Beavers vs Colorado Buffaloes
10,Notre Dame Fighting Irish,25,Clemson Tigers,27,,,,False,FBS Independents,Atlantic Coast,Notre Dame Fighting Irish vs Clemson Tigers
10,Wake Forest Demon Deacons,34,Duke Blue Devils,26,,,2023-10-31T23:30:00,False,Atlantic Coast,Atlantic Coast,Wake Forest Demon Deacons vs Duke Blue Devils
10,Miami Hurricanes,23,NC State Wolfpack,33,,,,False,Atlantic Coast,Atlantic Coast,Miami Hurricanes vs NC State Wolfpack
10,Campbell Fighting Camels,90,North Carolina Tar Heels,21,,,,False,,Atlantic Coast,Campbell Fighting Camels vs North Carolina Tar Heels
10,Boston College Eagles,35,Syracuse Orange,30,,,2023-11-01T23:30:00,False,Atlantic Coast,Atlantic Coast,Boston College Eagles vs Syracuse Orange
10,Florida State Seminoles,29,Pittsburgh Panthers,28,,,,False,Atlantic Coast,Atlantic Coast,Florida State Seminoles vs Pittsburgh Panthers
10,Georgia Tech Yellow Jackets,32,Virginia Cavaliers,22,,,,False,Atlantic Coast,Atlantic Coast,Georgia Tech Yellow Jackets vs Virginia Cavaliers
10,Virginia Tech Hokies,31,Louisville Cardinals,24,,,,False,Atlantic Coast,Atlantic Coast,Virginia Tech Hokies vs Louisville Cardinals
10,Oklahoma Sooners,105,Oklahoma State Cowboys,113,,,,False,Big 12,Big 12,Oklahoma Sooners vs Oklahoma State Cowboys
10,UCF Knights,8,Cincinnati Bearcats,4,,,,False,Big 12,Big 12,UCF Knights vs Cincinnati Bearcats
10,Houston Cougars,6,Baylor Bears,108,,,,False,Big 12,Big 12,Houston Cougars vs Baylor Bears
10,Kansas State Wildcats,112,Texas Longhorns,109,,,,False,Big 12,Big 12,Kansas State Wildcats vs Texas Longhorns
10,TCU Horned Frogs,114,Texas Tech Red Raiders,111,,,2023-10-31T23:00:00,False,Big 12,Big 12,TCU Horned Frogs vs Texas Tech Red Raiders
10,BYU Cougars,336,West Virginia Mountaineers,107,,,,False,Big 12,Big 12,BYU Cougars vs West Virginia Mountaineers
10,Kansas Jayhawks,106,Iowa State Cyclones,110,,,,False,Big 12,Big 12,Kansas Jayhawks vs Iowa State Cyclones
10,Charlotte 49ers,142,Tulsa Golden Hurricane,5,,,,False,American Athletic,American Athletic,Charlotte 49ers vs Tulsa Golden Hurricane
10,Tulane Green Wave,10,East Carolina Pirates,9,,,,False,American Athletic,American Athletic,Tulane Green Wave vs East Carolina Pirates
10,Navy Midshipmen,258,Temple Owls,2,,,,False,American Athletic,American Athletic,Navy Midshipmen vs Temple Owls
10,South Florida Bulls,11,Memphis Tigers,7,,,,False,American Athletic,American Athletic,South Florida Bulls vs Memphis Tigers
10,SMU Mustangs,1,Rice Owls,146,,,,False,American Athletic,American Athletic,SMU Mustangs vs Rice Owls
10,UTSA Roadrunners,147,North Texas Mean Green,141,,,,False,American Athletic,American Athletic,UTSA Roadrunners vs North Texas Mean Green
10,Florida Atlantic Owls,145,UAB Blazers,134,,,,False,American Athletic,American Athletic,Florida Atlantic Owls vs UAB Blazers
10,Marshall Thundering Herd,136,Appalachian State Mountaineers,331,,,,False,Sun Belt - East,Sun Belt - East,Marshall Thundering Herd vs Appalachian State Mountaineers
10,Louisiana Ragin Cajuns,324,Arkansas State Red Wolves,327,,,,False,Sun Belt - West,Sun Belt - West,Louisiana Ragin Cajuns vs Arkansas State Red Wolves
10,James Madison Dukes,126,Georgia State Panthers,328,,,,False,Sun Belt - East,Sun Belt - East,James Madison Dukes vs Georgia State Panthers
10,UL Monroe Warhawks,326,Southern Miss Golden Eagles,143,,,,False,Sun Belt - West,Sun Belt - West,UL Monroe Warhawks vs Southern Miss Golden Eagles
10,South Alabama Jaguars,330,Troy Trojans,333,,,2023-10-31T23:30:00,False,Sun Belt - West,Sun Belt - West,South Alabama Jaguars vs Troy Trojans
10,Coastal Carolina Chanticleers,81,Old Dominion Monarchs,138,,,,False,Sun Belt - East,Sun Belt - East,Coastal Carolina Chanticleers vs Old Dominion Monarchs
10,Georgia Southern Eagles,329,Texas State Bobcats,332,,,,False,Sun Belt - East,Sun Belt - West,Georgia Southern Eagles vs Texas State Bobcats
10,Ball State Cardinals,184,Bowling Green Falcons,181,,,,False,Mid-American - West,Mid-American - East,Ball State Cardinals vs Bowling Green Falcons
10,Kent State Golden Flashes,178,Akron Zips,177,,,,False,Mid-American - East,Mid-American - East,Kent State Golden Flashes vs Akron Zips
10,Northern Illinois Huskies,186,Central Michigan Chippewas,185,,,,False,Mid-American - West,Mid-American - West,Northern Illinois Huskies vs Central Michigan Chippewas
10,Buffalo Bulls,179,Toledo Rockets,183,,,,False,Mid-American - East,Mid-American - West,Buffalo Bulls vs Toledo Rockets
10,UNLV Rebels,218,New Mexico Lobos,214,,,,False,Mountain West,Mountain West,UNLV Rebels vs New Mexico Lobos
10,Utah State Aggies,220,San Diego State Aztecs,212,,,,False,Mountain West,Mountain West,Utah State Aggies vs San Diego State Aztecs
10,Hawaii Rainbow Warriors,115,Nevada Wolf Pack,216,,,,False,Mountain West,Mountain West,Hawaii Rainbow Warriors vs Nevada Wolf Pack
10,Colorado State Rams,217,Wyoming Cowboys,219,,,2023-11-02T00:00:00,False,Mountain West,Mountain West,Colorado State Rams vs Wyoming Cowboys
10,Boise State Broncos,215,Fresno State Bulldogs,213,,,2023-11-03T02:00:00,False,Mountain West,Mountain West,Boise State Broncos vs Fresno State Bulldogs
10,Kennesaw State Owls,42,Sam Houston Bearkats,295,,,,False,,Conference USA,Kennesaw State Owls vs Sam Houston Bearkats
11,Tennessee Volunteers,277,Missouri Tigers,280,,,,False,SEC - East,SEC - East,Tennessee Volunteers vs Missouri Tigers
11,Maryland Terrapins,92,Nebraska Cornhuskers,99,,,,False,Big Ten - East,Big Ten - West,Maryland Terrapins vs Nebraska Cornhuskers
11,Michigan State Spartans,97,Ohio State Buckeyes,98,-7.6,,2023-11-07T00:30:00,False,Big Ten - East,Big Ten - East,Michigan State Spartans vs Ohio State Buckeyes
11,Michigan Wolverines,95,Penn State Nittany Lions,101,0.2,,2023-11-06T17:00:00,False,Big Ten - East,Big Ten - East,Michigan Wolverines vs Penn State Nittany Lions
11,Rutgers Scarlet Knights,103,Iowa Hawkeyes,91,,,,False,Big Ten - East,Big Ten - West,Rutgers Scarlet Knights vs Iowa Hawkeyes
11,Old Dominion Monarchs,138,Liberty Flames,84,,,2023-11-06T18:00:00,False,Sun Belt - East,Conference USA,Old Dominion Monarchs vs Liberty Flames
11,Sam Houston Bearkats,295,Louisiana Tech Bulldogs,137,,,2023-11-06T20:00:00,False,Conference USA,Conference USA,Sam Houston Bearkats vs Louisiana Tech Bulldogs
11,Florida International Panthers,140,Middle Tennessee Blue Raiders,135,,,2023-11-06T20:30:00,False,Conference USA,Conference USA,Florida International Panthers vs Middle Tennessee Blue Raiders
11,Mississippi State Bulldogs,278,Texas A&M Aggies,270,,,,False,SEC - West,SEC - West,Mississippi State Bulldogs vs Texas A&M Aggies
11,Minnesota Golden Gophers,104,Purdue Boilermakers,94,,,,False,Big Ten - West,Big Ten - West,Minnesota Golden Gophers vs Purdue Boilermakers
11,UConn Huskies,3,James Madison Dukes,126,,,,False,FBS Independents,Sun Belt - East,UConn Huskies vs James Madison Dukes
11,Vanderbilt Commodores,273,South Carolina Gamecocks,267,,,,False,SEC - East,SEC - East,Vanderbilt Commodores vs South Carolina Gamecocks
11,Northwestern Wildcats,100,Wisconsin Badgers,96,,,,False,Big Ten - West,Big Ten - West,Northwestern Wildcats vs Wisconsin Badgers
11,Holy Cross Crusaders,264,Army Black Knights,263,,,2023-11-06T17:00:00,False,,FBS Independents,Holy Cross Crusaders vs Army Black Knights
11,Indiana Hoosiers,93,Illinois Fighting Illini,102,,,,False,Big Ten - East,Big Ten - West,Indiana Hoosiers vs Illinois Fighting Illini
11,Ole Miss Rebels,274,Georgia Bulldogs,272,,,,False,SEC - West,SEC - East,Ole Miss Rebels vs Georgia Bulldogs
11,Auburn Tigers,279,Arkansas Razorbacks,276,,,,False,SEC - West,SEC - West,Auburn Tigers vs Arkansas Razorbacks
11,Alabama Crimson Tide,275,Kentucky Wildcats,268,,,,False,SEC - West,SEC - East,Alabama Crimson Tide vs Kentucky Wildcats
11,New Mexico State Aggies,344,Western Kentucky Hilltoppers,144,,,2023-11-06T20:30:00,False,Conference USA,Conference USA,New Mexico State Aggies vs Western Kentucky Hilltoppers
11,Florida Gators,271,LSU Tigers,269,,,,False,SEC - East,SEC - West,Florida Gators vs LSU Tigers
11,Stanford Cardinal,254,Oregon State Beavers,252,,,,False,Pac-12,Pac-12,Stanford Cardinal vs Oregon State Beavers
11,USC Trojans,246,Oregon Ducks,245,,,,False,Pac-12,Pac-12,USC Trojans vs Oregon Ducks
11,Washington State Cougars,256,California Golden Bears,251,,,,False,Pac-12,Pac-12,Washington State Cougars vs California Golden Bears
11,Arizona State Sun Devils,255,UCLA Bruins,253,,,,False,Pac-12,Pac-12,Arizona State Sun Devils vs UCLA Bruins
11,Utah Utes,248,Washington Huskies,249,,,,False,Pac-12,Pac-12,Utah Utes vs Washington Huskies
11,Arizona Wildcats,247,Colorado Buffaloes,250,,,,False,Pac-12,Pac-12,Arizona Wildcats vs Colorado Buffaloes
11,Virginia Tech Hokies,31,Boston College Eagles,35,,,,False,Atlantic Coast,Atlantic Coast,Virginia Tech Hokies vs Boston College Eagles
11,Duke Blue Devils,26,North Carolina Tar Heels,21,,,,False,Atlantic Coast,Atlantic Coast,Duke Blue Devils vs North Carolina Tar Heels
11,NC State Wolfpack,33,Wake Forest Demon Deacons,34,,,,False,Atlantic Coast,Atlantic Coast,NC State Wolfpack vs Wake Forest Demon Deacons
11,Pittsburgh Panthers,28,Syracuse Orange,30,,,,True,Atlantic Coast,Atlantic Coast,Pittsburgh Panthers vs Syracuse Orange
11,Georgia Tech Yellow Jackets,32,Clemson Tigers,27,,,,False,Atlantic Coast,Atlantic Coast,Georgia Tech Yellow Jackets vs Clemson Tigers
11,Miami Hurricanes,23,Florida State Seminoles,29,,,,False,Atlantic Coast,Atlantic Coast,Miami Hurricanes vs Florida State Seminoles
11,Virginia Cavaliers,22,Louisville Cardinals,24,,,2023-11-05T00:30:00,False,Atlantic Coast,Atlantic Coast,Virginia Cavaliers vs Louisville Cardinals
11,West Virginia Mountaineers,107,Oklahoma Sooners,105,,,,False,Big 12,Big 12,West Virginia Mountaineers vs Oklahoma Sooners
11,Oklahoma State Cowboys,113,UCF Knights,8,,,,False,Big 12,Big 12,Oklahoma State Cowboys vs UCF Knights
11,Texas Tech Red Raiders,111,Kansas Jayhawks,106,,,,False,Big 12,Big 12,Texas Tech Red Raiders vs Kansas Jayhawks
11,Baylor Bears,108,Kansas State Wildcats,112,,,,False,Big 12,Big 12,Baylor Bears vs Kansas State Wildcats
11,Cincinnati Bearcats,4,Houston Cougars,6,,,,False,Big 12,Big 12,Cincinnati Bearcats vs Houston Cougars
11,Iowa State Cyclones,110,BYU Cougars,336,,,,False,Big 12,Big 12,Iowa State Cyclones vs BYU Cougars
11,Texas Longhorns,109,TCU Horned Frogs,114,,,,False,Big 12,Big 12,Texas Longhorns vs TCU Horned Frogs
11,East Carolina Pirates,9,Florida Atlantic Owls,145,,,,False,American Athletic,American Athletic,East Carolina Pirates vs Florida Atlantic Owls
11,UAB Blazers,134,Navy Midshipmen,258,,,2023-11-06T20:30:00,False,American Athletic,American Athletic,UAB Blazers vs Navy Midshipmen
11,Memphis Tigers,7,Charlotte 49ers,142,,,,False,American Athletic,American Athletic,Memphis Tigers vs Charlotte 49ers
11,North Texas Mean Green,141,SMU Mustangs,1,,,2023-11-06T02:00:00,False,American Athletic,American Athletic,North Texas Mean Green vs SMU Mustangs
11,Rice Owls,146,UTSA Roadrunners,147,,,,False,American Athletic,American Athletic,Rice Owls vs UTSA Roadrunners
11,Tulsa Golden Hurricane,5,Tulane Green Wave,10,,,,False,American Athletic,American Athletic,Tulsa Golden Hurricane vs Tulane Green Wave
11,Temple Owls,2,South Florida Bulls,11,,,,False,American Athletic,American Athletic,Temple Owls vs South Florida Bulls
11,Appalachian State Mountaineers,331,Georgia State Panthers,328,,,,False,Sun Belt - East,Sun Belt - East,Appalachian State Mountaineers vs Georgia State Panthers
11,Troy Trojans,333,UL Monroe Warhawks,326,,,,False,Sun Belt - West,Sun Belt - West,Troy Trojans vs UL Monroe Warhawks
11,Georgia Southern Eagles,329,Marshall Thundering Herd,136,,,,False,Sun Belt - East,Sun Belt - East,Georgia Southern Eagles vs Marshall Thundering Herd
11,Southern Miss Golden Eagles,143,Louisiana Ragin Cajuns,324,,,2023-11-05T00:30:00,False,Sun Belt - West,Sun Belt - West,Southern Miss Golden Eagles vs Louisiana Ragin Cajuns
11,Texas State Bobcats,332,Coastal Carolina Chanticleers,81,,,,False,Sun Belt - West,Sun Belt - East,Texas State Bobcats vs Coastal Carolina Chanticleers
11,Arkansas State Red Wolves,327,South Alabama Jaguars,330,,,,False,Sun Belt - West,Sun Belt - West,Arkansas State Red Wolves vs South Alabama Jaguars
11,Akron Zips,177,Miami (OH) RedHawks,182,,,,False,Mid-American - East,Mid-American - East,Akron Zips vs Miami (OH) RedHawks
11,Ohio Bobcats,180,Buffalo Bulls,179,,,,False,Mid-American - East,Mid-American - East,Ohio Bobcats vs Buffalo Bulls
