Week,AwayTeamName,HomeTeamName,PointSpread,OverUnder,DateTime,NeutralVenue,Conference_away,Conference_home
2,Richmond Spiders,Michigan State Spartans,,,2023-09-09T15:30:00,False,,Big Ten - East
2,UNLV Rebels,Michigan Wolverines,-53.0,84.6,2023-09-09T15:30:00,False,Mountain West,Big Ten - East
