Week,AwayTeamName,AwayTeamID,HomeTeamName,HomeTeamID,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,Conference_away,Conference_home,TeamsConcatenated,ConferenceConcatenated
12,UCF Knights,8,Texas Tech Red Raiders,111,,,,FALSE,Big 12,Big 12,UCF Knights vs Texas Tech Red Raiders,Big 12 vs Big 12
12,Cincinnati Bearcats,4,West Virginia Mountaineers,107,,,,FALSE,Big 12,Big 12,Cincinnati Bearcats vs West Virginia Mountaineers,Big 12 vs Big 12
12,Texas Longhorns,109,Iowa State Cyclones,110,,,,FALSE,Big 12,Big 12,Texas Longhorns vs Iowa State Cyclones,Big 12 vs Big 12
12,North Texas Mean Green,141,Tulsa Golden Hurricane,5,,,,FALSE,American Athletic,American Athletic,North Texas Mean Green vs Tulsa Golden Hurricane,American Athletic vs American Athletic
12,Tulane Green Wave,10,Florida Atlantic Owls,145,,,,FALSE,American Athletic,American Athletic,Tulane Green Wave vs Florida Atlantic Owls,American Athletic vs American Athletic
12,SMU Mustangs,1,Memphis Tigers,7,,,,FALSE,American Athletic,American Athletic,SMU Mustangs vs Memphis Tigers,American Athletic vs American Athletic
12,East Carolina Pirates,9,Navy Midshipmen,258,,,2023-11-18T17:00:00,FALSE,American Athletic,American Athletic,East Carolina Pirates vs Navy Midshipmen,American Athletic vs American Athletic
12,Rice Owls,146,Charlotte 49ers,142,,,,FALSE,American Athletic,American Athletic,Rice Owls vs Charlotte 49ers,American Athletic vs American Athletic
12,South Florida Bulls,11,UTSA Roadrunners,147,,,2023-11-18T02:00:00,FALSE,American Athletic,American Athletic,South Florida Bulls vs UTSA Roadrunners,American Athletic vs American Athletic
12,Temple Owls,2,UAB Blazers,134,,,,FALSE,American Athletic,American Athletic,Temple Owls vs UAB Blazers,American Athletic vs American Athletic
12,Texas State Bobcats,332,Arkansas State Red Wolves,327,,,2023-11-18T20:00:00,FALSE,Sun Belt - West,Sun Belt - West,Texas State Bobcats vs Arkansas State Red Wolves,Sun Belt - West vs Sun Belt - West
12,Appalachian State Mountaineers,331,James Madison Dukes,126,,,,FALSE,Sun Belt - East,Sun Belt - East,Appalachian State Mountaineers vs James Madison Dukes,Sun Belt - East vs Sun Belt - East
12,Louisiana Ragin Cajuns,324,Troy Trojans,333,,,2023-11-18T20:30:00,FALSE,Sun Belt - West,Sun Belt - West,Louisiana Ragin Cajuns vs Troy Trojans,Sun Belt - West vs Sun Belt - West
12,Old Dominion Monarchs,138,Georgia Southern Eagles,329,,,,FALSE,Sun Belt - East,Sun Belt - East,Old Dominion Monarchs vs Georgia Southern Eagles,Sun Belt - East vs Sun Belt - East
12,Marshall Thundering Herd,136,South Alabama Jaguars,330,,,2023-11-18T22:00:00,FALSE,Sun Belt - East,Sun Belt - West,Marshall Thundering Herd vs South Alabama Jaguars,Sun Belt - East vs Sun Belt - West
12,Toledo Rockets,183,Bowling Green Falcons,181,,,2023-11-15T00:00:00,FALSE,Mid-American - West,Mid-American - East,Toledo Rockets vs Bowling Green Falcons,Mid-American - West vs Mid-American - East
12,Buffalo Bulls,179,Miami (OH) RedHawks,182,,,2023-11-16T00:00:00,FALSE,Mid-American - East,Mid-American - East,Buffalo Bulls vs Miami (OH) RedHawks,Mid-American - East vs Mid-American - East
12,Central Michigan Chippewas,185,Ohio Bobcats,180,,,2023-11-16T00:00:00,FALSE,Mid-American - West,Mid-American - East,Central Michigan Chippewas vs Ohio Bobcats,Mid-American - West vs Mid-American - East
12,Kent State Golden Flashes,178,Ball State Cardinals,184,,,,FALSE,Mid-American - East,Mid-American - West,Kent State Golden Flashes vs Ball State Cardinals,Mid-American - East vs Mid-American - West
12,Akron Zips,177,Eastern Michigan Eagles,187,,,2023-11-15T00:00:00,FALSE,Mid-American - East,Mid-American - West,Akron Zips vs Eastern Michigan Eagles,Mid-American - East vs Mid-American - West
12,Western Michigan Broncos,188,Northern Illinois Huskies,186,,,2023-11-15T00:00:00,FALSE,Mid-American - West,Mid-American - West,Western Michigan Broncos vs Northern Illinois Huskies,Mid-American - West vs Mid-American - West
12,UNLV Rebels,218,Air Force Falcons,221,,,2023-11-18T20:30:00,FALSE,Mountain West,Mountain West,UNLV Rebels vs Air Force Falcons,Mountain West vs Mountain West
12,San Diego State Aztecs,212,San Jose State Spartans,222,,,2023-11-19T03:30:00,FALSE,Mountain West,Mountain West,San Diego State Aztecs vs San Jose State Spartans,Mountain West vs Mountain West
12,Hawaii Rainbow Warriors,115,Wyoming Cowboys,219,,,2023-11-18T19:00:00,FALSE,Mountain West,Mountain West,Hawaii Rainbow Warriors vs Wyoming Cowboys,Mountain West vs Mountain West
12,New Mexico Lobos,214,Fresno State Bulldogs,213,,,,FALSE,Mountain West,Mountain West,New Mexico Lobos vs Fresno State Bulldogs,Mountain West vs Mountain West
12,Boise State Broncos,215,Utah State Aggies,220,,,2023-11-19T00:00:00,FALSE,Mountain West,Mountain West,Boise State Broncos vs Utah State Aggies,Mountain West vs Mountain West
12,Nevada Wolf Pack,216,Colorado State Rams,217,,,2023-11-18T20:00:00,FALSE,Mountain West,Mountain West,Nevada Wolf Pack vs Colorado State Rams,Mountain West vs Mountain West
13,UConn Huskies,3,UMass Minutemen,55,,,,FALSE,FBS Independents,FBS Independents,UConn Huskies vs UMass Minutemen,FBS Independents vs FBS Independents
13,Penn State Nittany Lions,101,Michigan State Spartans,97,,,2023-11-26T00:30:00,FALSE,Big Ten - East,Big Ten - East,Penn State Nittany Lions vs Michigan State Spartans,Big Ten - East vs Big Ten - East
13,Ohio State Buckeyes,98,Michigan Wolverines,95,,,2023-11-26T17:00:00,FALSE,Big Ten - East,Big Ten - East,Ohio State Buckeyes vs Michigan Wolverines,Big Ten - East vs Big Ten - East
13,Wisconsin Badgers,96,Minnesota Golden Gophers,104,,,,FALSE,Big Ten - West,Big Ten - West,Wisconsin Badgers vs Minnesota Golden Gophers,Big Ten - West vs Big Ten - West
13,Iowa Hawkeyes,91,Nebraska Cornhuskers,99,,,2023-11-25T17:00:00,FALSE,Big Ten - West,Big Ten - West,Iowa Hawkeyes vs Nebraska Cornhuskers,Big Ten - West vs Big Ten - West
13,Maryland Terrapins,92,Rutgers Scarlet Knights,103,,,,FALSE,Big Ten - East,Big Ten - East,Maryland Terrapins vs Rutgers Scarlet Knights,Big Ten - East vs Big Ten - East
13,Jacksonville State Gamecocks,238,New Mexico State Aggies,344,,,2023-11-26T21:00:00,FALSE,Conference USA,Conference USA,Jacksonville State Gamecocks vs New Mexico State Aggies,Conference USA vs Conference USA
13,Alabama Crimson Tide,275,Auburn Tigers,279,,,,FALSE,SEC - West,SEC - West,Alabama Crimson Tide vs Auburn Tigers,SEC - West vs SEC - West
13,Western Kentucky Hilltoppers,144,Florida International Panthers,140,,,2023-11-26T20:00:00,FALSE,Conference USA,Conference USA,Western Kentucky Hilltoppers vs Florida International Panthers,Conference USA vs Conference USA
13,Indiana Hoosiers,93,Purdue Boilermakers,94,,,,FALSE,Big Ten - East,Big Ten - West,Indiana Hoosiers vs Purdue Boilermakers,Big Ten - East vs Big Ten - West
13,Middle Tennessee Blue Raiders,135,Sam Houston Bearkats,295,,,2023-11-26T17:00:00,FALSE,Conference USA,Conference USA,Middle Tennessee Blue Raiders vs Sam Houston Bearkats,Conference USA vs Conference USA
13,Clemson Tigers,27,South Carolina Gamecocks,267,,,,FALSE,Atlantic Coast,SEC - East,Clemson Tigers vs South Carolina Gamecocks,Atlantic Coast vs SEC - East
13,Vanderbilt Commodores,273,Tennessee Volunteers,277,,,,FALSE,SEC - East,SEC - East,Vanderbilt Commodores vs Tennessee Volunteers,SEC - East vs SEC - East
13,Liberty Flames,84,UTEP Miners,139,,,2023-11-26T20:30:00,FALSE,Conference USA,Conference USA,Liberty Flames vs UTEP Miners,Conference USA vs Conference USA
13,Ole Miss Rebels,274,Mississippi State Bulldogs,278,,,2023-11-25T00:30:00,FALSE,SEC - West,SEC - West,Ole Miss Rebels vs Mississippi State Bulldogs,SEC - West vs SEC - West
13,Northwestern Wildcats,100,Illinois Fighting Illini,102,,,,FALSE,Big Ten - West,Big Ten - West,Northwestern Wildcats vs Illinois Fighting Illini,Big Ten - West vs Big Ten - West
13,Florida State Seminoles,29,Florida Gators,271,,,,FALSE,Atlantic Coast,SEC - East,Florida State Seminoles vs Florida Gators,Atlantic Coast vs SEC - East
13,Georgia Bulldogs,272,Georgia Tech Yellow Jackets,32,,,,FALSE,SEC - East,Atlantic Coast,Georgia Bulldogs vs Georgia Tech Yellow Jackets,SEC - East vs Atlantic Coast
13,Missouri Tigers,280,Arkansas Razorbacks,276,,,2023-11-25T21:00:00,FALSE,SEC - East,SEC - West,Missouri Tigers vs Arkansas Razorbacks,SEC - East vs SEC - West
13,Kentucky Wildcats,268,Louisville Cardinals,24,,,,FALSE,SEC - East,Atlantic Coast,Kentucky Wildcats vs Louisville Cardinals,SEC - East vs Atlantic Coast
13,Texas A&M Aggies,270,LSU Tigers,269,,,,FALSE,SEC - West,SEC - West,Texas A&M Aggies vs LSU Tigers,SEC - West vs SEC - West
13,Notre Dame Fighting Irish,25,Stanford Cardinal,254,,,,FALSE,FBS Independents,Pac-12,Notre Dame Fighting Irish vs Stanford Cardinal,FBS Independents vs Pac-12
13,Oregon State Beavers,252,Oregon Ducks,245,,,2023-11-26T01:30:00,FALSE,Pac-12,Pac-12,Oregon State Beavers vs Oregon Ducks,Pac-12 vs Pac-12
13,Colorado Buffaloes,250,Utah Utes,248,,,,FALSE,Pac-12,Pac-12,Colorado Buffaloes vs Utah Utes,Pac-12 vs Pac-12
13,California Golden Bears,251,UCLA Bruins,253,,,,FALSE,Pac-12,Pac-12,California Golden Bears vs UCLA Bruins,Pac-12 vs Pac-12
13,Washington State Cougars,256,Washington Huskies,249,,,,FALSE,Pac-12,Pac-12,Washington State Cougars vs Washington Huskies,Pac-12 vs Pac-12
13,Arizona Wildcats,247,Arizona State Sun Devils,255,,,,FALSE,Pac-12,Pac-12,Arizona Wildcats vs Arizona State Sun Devils,Pac-12 vs Pac-12
13,Miami Hurricanes,23,Boston College Eagles,35,,,2023-11-25T17:00:00,FALSE,Atlantic Coast,Atlantic Coast,Miami Hurricanes vs Boston College Eagles,Atlantic Coast vs Atlantic Coast
13,Pittsburgh Panthers,28,Duke Blue Devils,26,,,,FALSE,Atlantic Coast,Atlantic Coast,Pittsburgh Panthers vs Duke Blue Devils,Atlantic Coast vs Atlantic Coast
13,North Carolina Tar Heels,21,NC State Wolfpack,33,,,,FALSE,Atlantic Coast,Atlantic Coast,North Carolina Tar Heels vs NC State Wolfpack,Atlantic Coast vs Atlantic Coast
13,Wake Forest Demon Deacons,34,Syracuse Orange,30,,,,FALSE,Atlantic Coast,Atlantic Coast,Wake Forest Demon Deacons vs Syracuse Orange,Atlantic Coast vs Atlantic Coast
13,Virginia Tech Hokies,31,Virginia Cavaliers,22,,,,FALSE,Atlantic Coast,Atlantic Coast,Virginia Tech Hokies vs Virginia Cavaliers,Atlantic Coast vs Atlantic Coast
13,BYU Cougars,336,Oklahoma State Cowboys,113,,,,FALSE,Big 12,Big 12,BYU Cougars vs Oklahoma State Cowboys,Big 12 vs Big 12
13,TCU Horned Frogs,114,Oklahoma Sooners,105,,,2023-11-25T17:00:00,FALSE,Big 12,Big 12,TCU Horned Frogs vs Oklahoma Sooners,Big 12 vs Big 12
13,Houston Cougars,6,UCF Knights,8,,,,FALSE,Big 12,Big 12,Houston Cougars vs UCF Knights,Big 12 vs Big 12
13,Kansas Jayhawks,106,Cincinnati Bearcats,4,,,,FALSE,Big 12,Big 12,Kansas Jayhawks vs Cincinnati Bearcats,Big 12 vs Big 12
13,Iowa State Cyclones,110,Kansas State Wildcats,112,,,,FALSE,Big 12,Big 12,Iowa State Cyclones vs Kansas State Wildcats,Big 12 vs Big 12
13,West Virginia Mountaineers,107,Baylor Bears,108,,,,FALSE,Big 12,Big 12,West Virginia Mountaineers vs Baylor Bears,Big 12 vs Big 12
13,Texas Tech Red Raiders,111,Texas Longhorns,109,,,2023-11-26T00:30:00,FALSE,Big 12,Big 12,Texas Tech Red Raiders vs Texas Longhorns,Big 12 vs Big 12
13,Tulsa Golden Hurricane,5,East Carolina Pirates,9,,,,FALSE,American Athletic,American Athletic,Tulsa Golden Hurricane vs East Carolina Pirates,American Athletic vs American Athletic
13,Memphis Tigers,7,Temple Owls,2,,,,FALSE,American Athletic,American Athletic,Memphis Tigers vs Temple Owls,American Athletic vs American Athletic
13,Florida Atlantic Owls,145,Rice Owls,146,,,,FALSE,American Athletic,American Athletic,Florida Atlantic Owls vs Rice Owls,American Athletic vs American Athletic
13,UAB Blazers,134,North Texas Mean Green,141,,,,FALSE,American Athletic,American Athletic,UAB Blazers vs North Texas Mean Green,American Athletic vs American Athletic
13,Navy Midshipmen,258,SMU Mustangs,1,,,,FALSE,American Athletic,American Athletic,Navy Midshipmen vs SMU Mustangs,American Athletic vs American Athletic
13,UTSA Roadrunners,147,Tulane Green Wave,10,,,,FALSE,American Athletic,American Athletic,UTSA Roadrunners vs Tulane Green Wave,American Athletic vs American Athletic
13,Charlotte 49ers,142,South Florida Bulls,11,,,,FALSE,American Athletic,American Athletic,Charlotte 49ers vs South Florida Bulls,American Athletic vs American Athletic
13,Georgia Southern Eagles,329,Appalachian State Mountaineers,331,,,,FALSE,Sun Belt - East,Sun Belt - East,Georgia Southern Eagles vs Appalachian State Mountaineers,Sun Belt - East vs Sun Belt - East
13,Troy Trojans,333,Southern Miss Golden Eagles,143,,,,FALSE,Sun Belt - West,Sun Belt - West,Troy Trojans vs Southern Miss Golden Eagles,Sun Belt - West vs Sun Belt - West
13,Arkansas State Red Wolves,327,Marshall Thundering Herd,136,,,,FALSE,Sun Belt - West,Sun Belt - East,Arkansas State Red Wolves vs Marshall Thundering Herd,Sun Belt - West vs Sun Belt - East
13,Georgia State Panthers,328,Old Dominion Monarchs,138,,,,FALSE,Sun Belt - East,Sun Belt - East,Georgia State Panthers vs Old Dominion Monarchs,Sun Belt - East vs Sun Belt - East
13,UL Monroe Warhawks,326,Louisiana Ragin Cajuns,324,,,,FALSE,Sun Belt - West,Sun Belt - West,UL Monroe Warhawks vs Louisiana Ragin Cajuns,Sun Belt - West vs Sun Belt - West
13,James Madison Dukes,126,Coastal Carolina Chanticleers,81,,,,FALSE,Sun Belt - East,Sun Belt - East,James Madison Dukes vs Coastal Carolina Chanticleers,Sun Belt - East vs Sun Belt - East
13,South Alabama Jaguars,330,Texas State Bobcats,332,,,2023-11-26T20:00:00,FALSE,Sun Belt - West,Sun Belt - West,South Alabama Jaguars vs Texas State Bobcats,Sun Belt - West vs Sun Belt - West
13,Ohio Bobcats,180,Akron Zips,177,,,2023-11-25T17:00:00,FALSE,Mid-American - East,Mid-American - East,Ohio Bobcats vs Akron Zips,Mid-American - East vs Mid-American - East
13,Miami (OH) RedHawks,182,Ball State Cardinals,184,,,,FALSE,Mid-American - East,Mid-American - West,Miami (OH) RedHawks vs Ball State Cardinals,Mid-American - East vs Mid-American - West
13,Eastern Michigan Eagles,187,Buffalo Bulls,179,,,,FALSE,Mid-American - West,Mid-American - East,Eastern Michigan Eagles vs Buffalo Bulls,Mid-American - West vs Mid-American - East
13,Toledo Rockets,183,Central Michigan Chippewas,185,,,2023-11-25T17:00:00,FALSE,Mid-American - West,Mid-American - West,Toledo Rockets vs Central Michigan Chippewas,Mid-American - West vs Mid-American - West
13,Northern Illinois Huskies,186,Kent State Golden Flashes,178,,,,FALSE,Mid-American - West,Mid-American - East,Northern Illinois Huskies vs Kent State Golden Flashes,Mid-American - West vs Mid-American - East
13,Bowling Green Falcons,181,Western Michigan Broncos,188,,,,FALSE,Mid-American - East,Mid-American - West,Bowling Green Falcons vs Western Michigan Broncos,Mid-American - East vs Mid-American - West
13,Utah State Aggies,220,New Mexico Lobos,214,,,2023-11-25T20:30:00,FALSE,Mountain West,Mountain West,Utah State Aggies vs New Mexico Lobos,Mountain West vs Mountain West
13,Fresno State Bulldogs,213,San Diego State Aztecs,212,,,,FALSE,Mountain West,Mountain West,Fresno State Bulldogs vs San Diego State Aztecs,Mountain West vs Mountain West
13,San Jose State Spartans,222,UNLV Rebels,218,,,2023-11-26T20:00:00,FALSE,Mountain West,Mountain West,San Jose State Spartans vs UNLV Rebels,Mountain West vs Mountain West
13,Wyoming Cowboys,219,Nevada Wolf Pack,216,,,2023-11-27T02:00:00,FALSE,Mountain West,Mountain West,Wyoming Cowboys vs Nevada Wolf Pack,Mountain West vs Mountain West
13,Colorado State Rams,217,Hawaii Rainbow Warriors,115,,,2023-11-27T04:00:00,FALSE,Mountain West,Mountain West,Colorado State Rams vs Hawaii Rainbow Warriors,Mountain West vs Mountain West
13,Air Force Falcons,221,Boise State Broncos,215,,,2023-11-25T21:00:00,FALSE,Mountain West,Mountain West,Air Force Falcons vs Boise State Broncos,Mountain West vs Mountain West
